Natural_Order,soundA,soundB,Details,Contour,Notes_Different,root,Answer,Random_Order
60,"[3, 6, 1, 5, 2]","[3, 6, 1, 5, 4.0]","No Scale, 2",DUDU,1,"['G',3]",different,0.258893626
24,"[11, 8, 5, 4, 1]","[11, 8, 5, 5.0, 1]","No Scale, 1",DDDD,1,"['G',3]",different,0.307386965
499,"[2, 4, 5.0, 3, 2.0]","[2, 4, 5.0, 3, 2.0]","No Scale, 2",UUDD,0,"['B',4]",same,0.977668255
259,"[1, 2, 5, 8, 9]","[1, 2, 6.0, 8, 10.0]","No Scale, 1",UUUU,2,"['B',4]",different,0.960320258
653,"[13.0, 8, 5, 2.0, 1]","[13.0, 8, 5, 2.0, 1]","No Scale, 2",DUDU,0,"['G',3]",same,0.007485109
577,"[2, 5.0, 6, 3, 1]","[2, 5.0, 6, 3, 1]","No Scale, 1",DUDU,0,"['G',3]",same,0.861796699
169,"[3, 6, 1, 5, 2]","[3, 6, 2.0, 5, 3.0]","No Scale, 1",DUDU,2,"['G',3]",different,0.863840686
523,"[4.0, 6, 1, 4.0, 2]","[4.0, 6, 1, 4.0, 2]","No Scale, 0.5",UUUU,0,"['G',3]",same,0.854951554
345,"[3, 6, 1, 5, 2]","[3, 5.0, 0.0, 5, 2]","No Scale, 1",DUDU,2,"['B',4]",different,0.962508701
477,"[11, 10.0, 5, 4, 3.0]","[11, 10.0, 5, 4, 3.0]","No Scale, 0.5",DUDU,0,"['G',3]",same,0.481219345
420,"[3, 6, 1, 5, 4.0]","[3, 6, 1, 5, 4.0]","No Scale, 2",DUDU,0,"['B',4]",same,0.372250196
190,"[1, 2, 5, 8, 9]","[1, 2, 5, 8, 8.0]","No Scale, 1",UUUU,1,"['B',4]",different,0.653948474
377,"[11, 8.5, 5, 4, 1]","[11, 8.5, 5, 4, 1]","No Scale, 2",DDDD,0,"['G',3]",same,0.784789541
265,"[1, 2, 5, 8, 9]","[1, 0.0, 3.0, 8, 9]","No Scale, 2",UUUU,2,"['B',4]",different,0.927985485
199,"[11, 8, 5, 4, 1]","[11, 8, 5, 4.5, 1]","No Scale, 0.5",DDDD,1,"['B',4]",different,0.522456053
534,"[5.0, 6, 1, 5, 0.0]","[5.0, 6, 1, 5, 0.0]","No Scale, 0.5",DDDD,0,"['G',3]",same,0.822789829
329,"[2, 4, 6, 3, 1]","[2, 4, 8.0, 3, 3.0]","No Scale, 2",UUDD,2,"['B',4]",different,0.28264544
507,"[2, 6.0, 6, 3, -1.0]","[2, 6.0, 6, 3, -1.0]","No Scale, 0.5",UUDD,0,"['B',4]",same,0.23882594
66,"[1, 2, 5, 8, 9]","[1, 2.5, 5, 7.5, 9]","No Scale, 0.5",UUUU,2,"['G',3]",different,0.700412963
263,"[1, 2, 5, 8, 9]","[3.0, 2, 5, 10.0, 9]","No Scale, 2",UUUU,2,"['B',4]",different,0.414534633
649,"[11, 8, 4.0, 4, 0.0]","[11, 8, 4.0, 4, 0.0]","No Scale, 2",UUUU,0,"['B',4]",same,0.113247105
157,"[3, 6, 1, 5, 2]","[3, 6.5, 1, 5, 2.5]","No Scale, 0.5",DUDU,2,"['G',3]",different,0.325918088
700,"[3, 6, 1, 5.5, 2.5]","[3, 6, 1, 5.5, 2.5]","No Scale, 0.5",UUUU,0,"['G',3]",same,0.794964047
462,"[12.0, 8, 4.0, 4, 1]","[12.0, 8, 4.0, 4, 1]","No Scale, 0.5",UUUU,0,"['B',4]",same,0.93911378
92,"[11, 8, 5, 4, 1]","[10.5, 8, 5.5, 4, 1]","No Scale, 0.5",DDDD,2,"['G',3]",different,0.528587016
570,"[11, 8, 5, 4, 3.0]","[11, 8, 5, 4, 3.0]","No Scale, 2",DUDU,0,"['B',4]",same,0.018244135
603,"[0.5, 2, 5, 7.5, 9]","[0.5, 2, 5, 7.5, 9]","No Scale, 0.5",UUUU,0,"['G',3]",same,0.759608369
39,"[2, 4, 6, 3, 1]","[2, 4, 6, 4.0, 1]","No Scale, 1",UUDD,1,"['G',3]",different,0.941665585
549,"[1, 2, 5, 9.0, 9]","[1, 2, 5, 9.0, 9]","No Scale, 1",DUDU,0,"['G',3]",same,0.712824671
216,"[2, 4, 6, 3, 1]","[3.0, 4, 6, 3, 1]","No Scale, 1",UUDD,1,"['B',4]",different,0.353247977
17,"[11, 8, 5, 4, 1]","[11, 8.5, 5, 4, 1]","No Scale, 0.5",DDDD,1,"['G',3]",different,0.162737954
572,"[2, 4.5, 6, 3, 1]","[2, 4.5, 6, 3, 1]","No Scale, 0.5",DDDD,0,"['G',3]",same,0.698912221
684,"[0.0, 4, 6, 3, -1.0]","[0.0, 4, 6, 3, -1.0]","No Scale, 0.5",UUDD,0,"['G',3]",same,0.768017045
299,"[11, 8, 5, 4, 1]","[11, 8, 3.0, 4, -1.0]","No Scale, 2",DDDD,2,"['B',4]",different,0.032954571
380,"[11, 8, 5, 4, 1.5]","[11, 8, 5, 4, 1.5]","No Scale, 0.5",DDDD,0,"['G',3]",same,0.102804925
530,"[3, 6, 1, 6.0, 1.0]","[3, 6, 1, 6.0, 1.0]","No Scale, 1",UUDD,0,"['G',3]",same,0.666138403
311,"[2, 4, 6, 3, 1]","[1.0, 3.0, 6, 3, 1]","No Scale, 1",UUDD,2,"['B',4]",different,0.004228549
236,"[3, 6, 1, 5, 2]","[5.0, 6, 1, 5, 2]","No Scale, 2",DUDU,1,"['B',4]",different,0.58903898
662,"[1.5, 4, 6.5, 3, 1]","[1.5, 4, 6.5, 3, 1]","No Scale, 0.5",DUDU,0,"['B',4]",same,0.971729449
382,"[11, 7.0, 5, 4, 1]","[11, 7.0, 5, 4, 1]","No Scale, 0.5",UUUU,0,"['G',3]",same,0.479967559
351,"[3, 6, 1, 5, 2]","[5.0, 4.0, 1, 5, 2]","No Scale, 2",DUDU,2,"['B',4]",different,0.59144845
324,"[2, 4, 6, 3, 1]","[0.0, 4, 6, 3, -1.0]","No Scale, 2",UUDD,2,"['B',4]",different,0.823749079
218,"[2, 4, 6, 3, 1]","[2, 4, 5.0, 3, 1]","No Scale, 1",UUDD,1,"['B',4]",different,0.459202076
667,"[2, 3.5, 6, 3, 1.5]","[2, 3.5, 6, 3, 1.5]","No Scale, 1",UUUU,0,"['G',3]",same,0.821675428
72,"[1, 2, 5, 8, 9]","[0.0, 2, 6.0, 8, 9]","No Scale, 1",UUUU,2,"['G',3]",different,0.950278911
434,"[0.0, 2, 5, 8, 10.0]","[0.0, 2, 5, 8, 10.0]","No Scale, 1",UUUU,0,"['B',4]",same,0.557262802
458,"[11, 8, 4.5, 4.5, 1]","[11, 8, 4.5, 4.5, 1]","No Scale, 2",UUDD,0,"['G',3]",same,0.210561685
146,"[2, 4, 6, 3, 1]","[2, 2.0, 6, 1.0, 1]","No Scale, 2",UUDD,2,"['G',3]",different,0.489289852
706,"[3, 7.0, 1, 6.0, 2]","[3, 7.0, 1, 6.0, 2]","No Scale, 0.5",DDDD,0,"['G',3]",same,0.041569795
46,"[3, 6, 1, 5, 2]","[2.5, 6, 1, 5, 2]","No Scale, 0.5",DUDU,1,"['G',3]",different,0.673927376
430,"[1, 2, 5, 8.5, 8.5]","[1, 2, 5, 8.5, 8.5]","No Scale, 2",DDDD,0,"['G',3]",same,0.363446043
74,"[1, 2, 5, 8, 9]","[0.0, 2, 5, 8, 10.0]","No Scale, 1",UUUU,2,"['G',3]",different,0.859700387
474,"[9.0, 8, 5, 4, -1.0]","[9.0, 8, 5, 4, -1.0]","No Scale, 0.5",DDDD,0,"['B',4]",same,0.171350063
396,"[3.0, 4, 6, 3, 1]","[3.0, 4, 6, 3, 1]","No Scale, 0.5",UUUU,0,"['B',4]",same,0.803472163
4,"[1, 2, 5, 8, 9]","[1, 2, 5, 8.5, 9]","No Scale, 0.5",UUUU,1,"['G',3]",different,0.988212899
369,"[1, 2, 5, 9.0, 9]","[1, 2, 5, 9.0, 9]","No Scale, 0.5",UUUU,0,"['G',3]",same,0.127683874
682,"[4.0, 4, 4.0, 3, 1]","[4.0, 4, 4.0, 3, 1]","No Scale, 1",DDDD,0,"['B',4]",same,0.448669292
309,"[2, 4, 6, 3, 1]","[2, 4, 6.5, 3, 1.5]","No Scale, 0.5",UUDD,2,"['B',4]",different,0.876970453
251,"[1, 2, 5, 8, 9]","[2.0, 3.0, 5, 8, 9]","No Scale, 1",UUUU,2,"['B',4]",different,0.135706622
44,"[2, 4, 6, 3, 1]","[2, 4, 6, 5.0, 1]","No Scale, 2",UUDD,1,"['G',3]",different,0.185649135
548,"[1, 2, 6.0, 8, 9]","[1, 2, 6.0, 8, 9]","No Scale, 0.5",DDDD,0,"['B',4]",same,0.649601671
347,"[3, 6, 1, 5, 2]","[3, 5.0, 1, 5, 1.0]","No Scale, 1",DUDU,2,"['B',4]",different,0.827628293
182,"[1, 2, 5, 8, 9]","[1, 2.5, 5, 8, 9]","No Scale, 0.5",UUUU,1,"['B',4]",different,0.09954901
378,"[11, 8, 5.5, 4, 1]","[11, 8, 5.5, 4, 1]","No Scale, 0.5",DDDD,0,"['B',4]",same,0.923642474
260,"[1, 2, 5, 8, 9]","[1, 2, 5, 7.0, 10.0]","No Scale, 1",UUUU,2,"['B',4]",different,0.66567735
1,"[1, 2, 5, 8, 9]","[1.5, 2, 5, 8, 9]","No Scale, 0.5",UUUU,1,"['G',3]",different,0.462700421
590,"[3, 6, 1, 5, 2.5]","[3, 6, 1, 5, 2.5]","No Scale, 1",DUDU,0,"['G',3]",same,0.046579207
247,"[1, 2, 5, 8, 9]","[1, 1.5, 5, 8, 8.5]","No Scale, 0.5",UUUU,2,"['B',4]",different,0.072144
82,"[1, 2, 5, 8, 9]","[3.0, 2, 3.0, 8, 9]","No Scale, 2",UUUU,2,"['G',3]",different,0.568265887
49,"[3, 6, 1, 5, 2]","[3, 6, 1, 4.5, 2]","No Scale, 0.5",DUDU,1,"['G',3]",different,0.419015022
565,"[11, 8, 5, 4, 0.0]","[11, 8, 5, 4, 0.0]","No Scale, 0.5",UUDD,0,"['B',4]",same,0.700520871
476,"[11, 6.0, 5, 6.0, 1]","[11, 6.0, 5, 6.0, 1]","No Scale, 2",DDDD,0,"['G',3]",same,0.239027278
242,"[1, 2, 5, 8, 9]","[1.5, 2, 5.5, 8, 9]","No Scale, 0.5",UUUU,2,"['B',4]",different,0.91084583
18,"[11, 8, 5, 4, 1]","[11, 8, 5.5, 4, 1]","No Scale, 0.5",DDDD,1,"['G',3]",different,0.193734432
31,"[2, 4, 6, 3, 1]","[1.5, 4, 6, 3, 1]","No Scale, 0.5",UUDD,1,"['G',3]",different,0.303796784
362,"[1, 2.5, 5, 8, 9]","[1, 2.5, 5, 8, 9]","No Scale, 2",UUUU,0,"['B',4]",same,0.175131831
333,"[3, 6, 1, 5, 2]","[3.5, 6, 1, 4.5, 2]","No Scale, 0.5",DUDU,2,"['B',4]",different,0.318065225
363,"[1, 2, 4.5, 8, 9]","[1, 2, 4.5, 8, 9]","No Scale, 1",UUDD,0,"['G',3]",same,0.28926459
608,"[1, 2, 4.5, 7.5, 9]","[1, 2, 4.5, 7.5, 9]","No Scale, 1",DDDD,0,"['B',4]",same,0.179249788
229,"[3, 6, 1, 5, 2]","[3, 6, 1, 4.5, 2]","No Scale, 0.5",DUDU,1,"['B',4]",different,0.79649755
441,"[3.0, 4.0, 5, 8, 9]","[3.0, 4.0, 5, 8, 9]","No Scale, 1",UUDD,0,"['G',3]",same,0.536803497
327,"[2, 4, 6, 3, 1]","[2, 6.0, 6, 3, -1.0]","No Scale, 2",UUDD,2,"['B',4]",different,0.086459103
164,"[3, 6, 1, 5, 2]","[4.0, 6, 1, 5, 3.0]","No Scale, 1",DUDU,2,"['G',3]",different,0.519327318
277,"[11, 8, 5, 4, 1]","[11, 8.5, 5, 4, 0.5]","No Scale, 0.5",DDDD,2,"['B',4]",different,0.151304757
428,"[1, 2, 4.5, 7.5, 9]","[1, 2, 4.5, 7.5, 9]","No Scale, 1",UUDD,0,"['G',3]",same,0.948543058
651,"[9.0, 6.0, 5, 4, 1]","[9.0, 6.0, 5, 4, 1]","No Scale, 0.5",UUDD,0,"['G',3]",same,0.762746146
296,"[11, 8, 5, 4, 1]","[11, 6.0, 5, 6.0, 1]","No Scale, 2",DDDD,2,"['B',4]",different,0.664623654
281,"[11, 8, 5, 4, 1]","[12.0, 7.0, 5, 4, 1]","No Scale, 1",DDDD,2,"['B',4]",different,0.996675996
637,"[11, 8.5, 5, 4, 0.5]","[11, 8.5, 5, 4, 0.5]","No Scale, 2",DDDD,0,"['G',3]",same,0.923349246
214,"[2, 4, 6, 3, 1]","[2, 4, 6, 3.5, 1]","No Scale, 0.5",UUDD,1,"['B',4]",different,0.528223099
186,"[1, 2, 5, 8, 9]","[0.0, 2, 5, 8, 9]","No Scale, 1",UUUU,1,"['B',4]",different,0.081888854
421,"[0.5, 1.5, 5, 8, 9]","[0.5, 1.5, 5, 8, 9]","No Scale, 1",DDDD,0,"['B',4]",same,0.897280054
200,"[11, 8, 5, 4, 1]","[11, 8, 5, 4, 1.5]","No Scale, 0.5",DDDD,1,"['B',4]",different,0.087869776
693,"[3.5, 6, 1, 4.5, 2]","[3.5, 6, 1, 4.5, 2]","No Scale, 0.5",DUDU,0,"['B',4]",same,0.073594262
109,"[11, 8, 5, 4, 1]","[11, 8, 4.0, 4, 0.0]","No Scale, 1",DDDD,2,"['G',3]",different,0.215194681
424,"[1.5, 2, 5, 8, 9.5]","[1.5, 2, 5, 8, 9.5]","No Scale, 1",UUDD,0,"['G',3]",same,0.904855852
668,"[2, 4, 6.5, 3.5, 1]","[2, 4, 6.5, 3.5, 1]","No Scale, 2",DDDD,0,"['G',3]",same,0.950216055
201,"[11, 8, 5, 4, 1]","[12.0, 8, 5, 4, 1]","No Scale, 1",DDDD,1,"['B',4]",different,0.109505292
481,"[2.5, 4.5, 6, 3, 1]","[2.5, 4.5, 6, 3, 1]","No Scale, 0.5",UUDD,0,"['B',4]",same,0.873030365
58,"[3, 6, 1, 5, 2]","[3, 6, -1.0, 5, 2]","No Scale, 2",DUDU,1,"['G',3]",different,0.585238941
554,"[1, 2, 5, 10.0, 9]","[1, 2, 5, 10.0, 9]","No Scale, 1",DUDU,0,"['G',3]",same,0.846673336
674,"[3.0, 4, 6, 3, 0.0]","[3.0, 4, 6, 3, 0.0]","No Scale, 1",UUUU,0,"['G',3]",same,0.011272398
535,"[3, 4.0, -1.0, 5, 2]","[3, 4.0, -1.0, 5, 2]","No Scale, 2",DUDU,0,"['B',4]",same,0.369965584
29,"[11, 8, 5, 4, 1]","[11, 8, 5, 6.0, 1]","No Scale, 2",DDDD,1,"['G',3]",different,0.535781193
676,"[2, 3.0, 6, 4.0, 1]","[2, 3.0, 6, 4.0, 1]","No Scale, 1",DDDD,0,"['G',3]",same,0.566006279
239,"[3, 6, 1, 5, 2]","[3, 6, 1, 3.0, 2]","No Scale, 2",DUDU,1,"['B',4]",different,0.998201009
53,"[3, 6, 1, 5, 2]","[3, 6, 0.0, 5, 2]","No Scale, 1",DUDU,1,"['G',3]",different,0.703244985
643,"[10.0, 8, 5, 3.0, 1]","[10.0, 8, 5, 3.0, 1]","No Scale, 0.5",UUDD,0,"['B',4]",same,0.767288696
224,"[2, 4, 6, 3, 1]","[2, 4, 6, 5.0, 1]","No Scale, 2",UUDD,1,"['B',4]",different,0.14097532
189,"[1, 2, 5, 8, 9]","[1, 2, 5, 9.0, 9]","No Scale, 1",UUUU,1,"['B',4]",different,0.457667453
176,"[3, 6, 1, 5, 2]","[3, 4.0, 1, 7.0, 2]","No Scale, 2",DUDU,2,"['G',3]",different,0.642710576
575,"[2, 4, 6, 3, 0.5]","[2, 4, 6, 3, 0.5]","No Scale, 0.5",UUDD,0,"['G',3]",same,0.583101297
360,"[3, 6, 1, 5, 2]","[5.0, 6, 1, 5, 0.0]","No Scale, 2",DUDU,2,"['B',4]",different,0.440870163
625,"[1, 0.0, 3.0, 8, 9]","[1, 0.0, 3.0, 8, 9]","No Scale, 2",UUUU,0,"['B',4]",same,0.20117058
602,"[1.5, 2, 5.5, 8, 9]","[1.5, 2, 5.5, 8, 9]","No Scale, 0.5",DUDU,0,"['B',4]",same,0.248304558
227,"[3, 6, 1, 5, 2]","[3, 6.5, 1, 5, 2]","No Scale, 0.5",DUDU,1,"['B',4]",different,0.093946905
294,"[11, 8, 5, 4, 1]","[9.0, 8, 5, 4, -1.0]","No Scale, 2",DDDD,2,"['B',4]",different,0.237794498
425,"[1, 1.5, 4.5, 8, 9]","[1, 1.5, 4.5, 8, 9]","No Scale, 2",UUUU,0,"['G',3]",same,0.567745589
35,"[2, 4, 6, 3, 1]","[2, 4, 6, 3, 0.5]","No Scale, 0.5",UUDD,1,"['G',3]",different,0.746645141
25,"[11, 8, 5, 4, 1]","[11, 8, 5, 4, 0.0]","No Scale, 1",DDDD,1,"['G',3]",different,0.85309612
370,"[1, 2, 5, 8, 8.0]","[1, 2, 5, 8, 8.0]","No Scale, 1",DUDU,0,"['B',4]",same,0.302614686
517,"[3, 6.5, 1, 5, 2.5]","[3, 6.5, 1, 5, 2.5]","No Scale, 0.5",UUUU,0,"['B',4]",same,0.981168389
137,"[2, 4, 6, 3, 1]","[2, 3.0, 6, 3, 0.0]","No Scale, 1",UUDD,2,"['G',3]",different,0.469492429
23,"[11, 8, 5, 4, 1]","[11, 8, 6.0, 4, 1]","No Scale, 1",DDDD,1,"['G',3]",different,0.101581982
59,"[3, 6, 1, 5, 2]","[3, 6, 1, 3.0, 2]","No Scale, 2",DUDU,1,"['G',3]",different,0.79818506
619,"[1, 2, 6.0, 8, 10.0]","[1, 2, 6.0, 8, 10.0]","No Scale, 1",UUUU,0,"['B',4]",same,0.157587626
232,"[3, 6, 1, 5, 2]","[3, 5.0, 1, 5, 2]","No Scale, 1",DUDU,1,"['B',4]",different,0.476200886
166,"[3, 6, 1, 5, 2]","[3, 7.0, 1, 6.0, 2]","No Scale, 1",DUDU,2,"['G',3]",different,0.442478612
316,"[2, 4, 6, 3, 1]","[2, 3.0, 6, 4.0, 1]","No Scale, 1",UUDD,2,"['B',4]",different,0.846709882
686,"[2, 2.0, 6, 1.0, 1]","[2, 2.0, 6, 1.0, 1]","No Scale, 1",UUDD,0,"['G',3]",same,0.986692448
118,"[11, 8, 5, 4, 1]","[11, 8, 3.0, 2.0, 1]","No Scale, 2",DDDD,2,"['G',3]",different,0.966824117
406,"[2.5, 6, 1, 5, 2]","[2.5, 6, 1, 5, 2]","No Scale, 0.5",DUDU,0,"['G',3]",same,0.472832936
394,"[2, 4, 6, 3.5, 1]","[2, 4, 6, 3.5, 1]","No Scale, 0.5",DUDU,0,"['B',4]",same,0.846742019
101,"[11, 8, 5, 4, 1]","[12.0, 7.0, 5, 4, 1]","No Scale, 1",DDDD,2,"['G',3]",different,0.60905814
148,"[2, 4, 6, 3, 1]","[2, 4, 4.0, 5.0, 1]","No Scale, 2",UUDD,2,"['G',3]",different,0.103529847
405,"[2, 4, 6, 3, -1.0]","[2, 4, 6, 3, -1.0]","No Scale, 1",DUDU,0,"['G',3]",same,0.947918256
702,"[2.0, 6, 2.0, 5, 2]","[2.0, 6, 2.0, 5, 2]","No Scale, 1",DDDD,0,"['B',4]",same,0.551600688
152,"[3, 6, 1, 5, 2]","[2.5, 6, 1.5, 5, 2]","No Scale, 0.5",DUDU,2,"['G',3]",different,0.389196553
177,"[3, 6, 1, 5, 2]","[3, 8.0, 1, 5, 4.0]","No Scale, 2",DUDU,2,"['G',3]",different,0.898380926
381,"[12.0, 8, 5, 4, 1]","[12.0, 8, 5, 4, 1]","No Scale, 2",UUDD,0,"['B',4]",same,0.16911048
371,"[-1.0, 2, 5, 8, 9]","[-1.0, 2, 5, 8, 9]","No Scale, 0.5",DUDU,0,"['B',4]",same,0.509530044
295,"[11, 8, 5, 4, 1]","[11, 10.0, 7.0, 4, 1]","No Scale, 2",DDDD,2,"['B',4]",different,0.851862039
593,"[3, 6, 0.0, 5, 2]","[3, 6, 0.0, 5, 2]","No Scale, 2",DDDD,0,"['B',4]",same,0.595166216
234,"[3, 6, 1, 5, 2]","[3, 6, 1, 4.0, 2]","No Scale, 1",DUDU,1,"['B',4]",different,0.929229479
612,"[0.0, 2, 6.0, 8, 9]","[0.0, 2, 6.0, 8, 9]","No Scale, 0.5",DDDD,0,"['G',3]",same,0.631853495
332,"[3, 6, 1, 5, 2]","[2.5, 6, 1.5, 5, 2]","No Scale, 0.5",DUDU,2,"['B',4]",different,0.375422726
30,"[11, 8, 5, 4, 1]","[11, 8, 5, 4, 3.0]","No Scale, 2",DDDD,1,"['G',3]",different,0.994600209
372,"[1, 0.0, 5, 8, 9]","[1, 0.0, 5, 8, 9]","No Scale, 2",UUUU,0,"['B',4]",same,0.261198442
464,"[12.0, 8, 5, 4, 0.0]","[12.0, 8, 5, 4, 0.0]","No Scale, 0.5",DUDU,0,"['G',3]",same,0.40132031
321,"[2, 4, 6, 3, 1]","[0.0, 2.0, 6, 3, 1]","No Scale, 2",UUDD,2,"['B',4]",different,0.029330333
541,"[1.5, 2, 5, 8, 9]","[1.5, 2, 5, 8, 9]","No Scale, 2",UUUU,0,"['B',4]",same,0.816568311
487,"[2, 3.5, 6, 3, 1.5]","[2, 3.5, 6, 3, 1.5]","No Scale, 1",DUDU,0,"['G',3]",same,0.410316573
437,"[1, 1.0, 5, 8, 8.0]","[1, 1.0, 5, 8, 8.0]","No Scale, 0.5",DUDU,0,"['B',4]",same,0.879580362
163,"[3, 6, 1, 5, 2]","[4.0, 6, 1, 4.0, 2]","No Scale, 1",DUDU,2,"['G',3]",different,0.075502948
390,"[11, 8, 5, 4, 3.0]","[11, 8, 5, 4, 3.0]","No Scale, 1",DDDD,0,"['B',4]",same,0.804475891
591,"[2.0, 6, 1, 5, 2]","[2.0, 6, 1, 5, 2]","No Scale, 2",UUDD,0,"['G',3]",same,0.61678079
96,"[11, 8, 5, 4, 1]","[11, 7.5, 5, 4.5, 1]","No Scale, 0.5",DDDD,2,"['G',3]",different,0.254830857
168,"[3, 6, 1, 5, 2]","[3, 6, 0.0, 6.0, 2]","No Scale, 1",DUDU,2,"['G',3]",different,0.261960533
230,"[3, 6, 1, 5, 2]","[3, 6, 1, 5, 2.5]","No Scale, 0.5",DUDU,1,"['B',4]",different,0.369447043
411,"[2.0, 6, 1, 5, 2]","[2.0, 6, 1, 5, 2]","No Scale, 0.5",DUDU,0,"['B',4]",same,0.957007991
490,"[2, 4, 6, 3.5, 0.5]","[2, 4, 6, 3.5, 0.5]","No Scale, 2",DUDU,0,"['B',4]",same,0.064868188
47,"[3, 6, 1, 5, 2]","[3, 6.5, 1, 5, 2]","No Scale, 0.5",DUDU,1,"['G',3]",different,0.316202527
150,"[2, 4, 6, 3, 1]","[2, 4, 6, 1.0, 3.0]","No Scale, 2",UUDD,2,"['G',3]",different,0.220456917
