Natural_Order,soundA,soundB,Details,Contour,Notes_Different,root,Answer,Random_Order
635,"[11, 8.5, 4.5, 4, 1]","[11, 8.5, 4.5, 4, 1]","No Scale, 2",UUUU,0,"['G',3]",same,0.21037349
84,"[1, 2, 5, 8, 9]","[-1.0, 2, 5, 8, 11.0]","No Scale, 2",UUUU,2,"['G',3]",different,0.133637091
279,"[11, 8, 5, 4, 1]","[11, 8, 5.5, 4, 1.5]","No Scale, 0.5",DDDD,2,"['B',4]",different,0.993102843
641,"[12.0, 7.0, 5, 4, 1]","[12.0, 7.0, 5, 4, 1]","No Scale, 0.5",UUDD,0,"['B',4]",same,0.08237392
528,"[3, 6, 0.0, 6.0, 2]","[3, 6, 0.0, 6.0, 2]","No Scale, 1",DDDD,0,"['G',3]",same,0.163365206
376,"[11.5, 8, 5, 4, 1]","[11.5, 8, 5, 4, 1]","No Scale, 2",UUUU,0,"['G',3]",same,0.793067724
246,"[1, 2, 5, 8, 9]","[1, 2.5, 5, 7.5, 9]","No Scale, 0.5",UUUU,2,"['B',4]",different,0.790933367
524,"[4.0, 6, 1, 5, 3.0]","[4.0, 6, 1, 5, 3.0]","No Scale, 0.5",UUDD,0,"['G',3]",same,0.706899101
219,"[2, 4, 6, 3, 1]","[2, 4, 6, 4.0, 1]","No Scale, 1",UUDD,1,"['B',4]",different,0.140605963
3,"[1, 2, 5, 8, 9]","[1, 2, 4.5, 8, 9]","No Scale, 0.5",UUUU,1,"['G',3]",different,0.034710406
42,"[2, 4, 6, 3, 1]","[2, 2.0, 6, 3, 1]","No Scale, 2",UUDD,1,"['G',3]",different,0.780762018
615,"[1, 3.0, 4.0, 8, 9]","[1, 3.0, 4.0, 8, 9]","No Scale, 2",UUUU,0,"['G',3]",same,0.924281509
305,"[2, 4, 6, 3, 1]","[2, 4.5, 5.5, 3, 1]","No Scale, 0.5",UUDD,2,"['B',4]",different,0.173244432
77,"[1, 2, 5, 8, 9]","[1, 1.0, 5, 8, 8.0]","No Scale, 1",UUUU,2,"['G',3]",different,0.710647477
15,"[1, 2, 5, 8, 9]","[1, 2, 5, 8, 11.0]","No Scale, 2",UUUU,1,"['G',3]",different,0.191819239
412,"[3, 5.0, 1, 5, 2]","[3, 5.0, 1, 5, 2]","No Scale, 2",UUUU,0,"['G',3]",same,0.742440258
162,"[3, 6, 1, 5, 2]","[2.0, 6, 2.0, 5, 2]","No Scale, 1",DUDU,2,"['G',3]",different,0.860329274
142,"[2, 4, 6, 3, 1]","[4.0, 4, 4.0, 3, 1]","No Scale, 2",UUDD,2,"['G',3]",different,0.445157206
258,"[1, 2, 5, 8, 9]","[1, 2, 6.0, 7.0, 9]","No Scale, 1",UUUU,2,"['B',4]",different,0.012592854
470,"[11, 8, 5, 3.0, 2.0]","[11, 8, 5, 3.0, 2.0]","No Scale, 2",DDDD,0,"['G',3]",same,0.517271521
479,"[11, 8, 3.0, 4, -1.0]","[11, 8, 3.0, 4, -1.0]","No Scale, 0.5",DUDU,0,"['G',3]",same,0.993760373
308,"[2, 4, 6, 3, 1]","[2, 4, 6.5, 3.5, 1]","No Scale, 0.5",UUDD,2,"['B',4]",different,0.438836248
352,"[3, 6, 1, 5, 2]","[5.0, 6, -1.0, 5, 2]","No Scale, 2",DUDU,2,"['B',4]",different,0.230314013
68,"[1, 2, 5, 8, 9]","[1, 2, 4.5, 7.5, 9]","No Scale, 0.5",UUUU,2,"['G',3]",different,0.877168001
543,"[1, 2, 4.5, 8, 9]","[1, 2, 4.5, 8, 9]","No Scale, 1",UUDD,0,"['B',4]",same,0.203768726
552,"[1, 0.0, 5, 8, 9]","[1, 0.0, 5, 8, 9]","No Scale, 2",DUDU,0,"['G',3]",same,0.511906727
27,"[11, 8, 5, 4, 1]","[11, 10.0, 5, 4, 1]","No Scale, 2",DDDD,1,"['G',3]",different,0.898814366
657,"[11, 10.0, 5, 4, 3.0]","[11, 10.0, 5, 4, 3.0]","No Scale, 0.5",DDDD,0,"['B',4]",same,0.704379064
660,"[11, 8, 5, 2.0, 3.0]","[11, 8, 5, 2.0, 3.0]","No Scale, 2",UUUU,0,"['B',4]",same,0.278459371
8,"[1, 2, 5, 8, 9]","[1, 2, 6.0, 8, 9]","No Scale, 1",UUUU,1,"['G',3]",different,0.934293189
167,"[3, 6, 1, 5, 2]","[3, 5.0, 1, 5, 1.0]","No Scale, 1",DUDU,2,"['G',3]",different,0.840935207
210,"[11, 8, 5, 4, 1]","[11, 8, 5, 4, 3.0]","No Scale, 2",DDDD,1,"['B',4]",different,0.061673962
680,"[2, 4, 6, 4.0, 2.0]","[2, 4, 6, 4.0, 2.0]","No Scale, 1",UUUU,0,"['G',3]",same,0.603345794
11,"[1, 2, 5, 8, 9]","[-1.0, 2, 5, 8, 9]","No Scale, 2",UUUU,1,"['G',3]",different,0.62799327
652,"[13.0, 8, 3.0, 4, 1]","[13.0, 8, 3.0, 4, 1]","No Scale, 1",DUDU,0,"['G',3]",same,0.994510698
337,"[3, 6, 1, 5, 2]","[3, 6.5, 1, 5, 2.5]","No Scale, 0.5",DUDU,2,"['B',4]",different,0.920132316
343,"[3, 6, 1, 5, 2]","[4.0, 6, 1, 4.0, 2]","No Scale, 1",DUDU,2,"['B',4]",different,0.768944465
417,"[3, 4.0, 1, 5, 2]","[3, 4.0, 1, 5, 2]","No Scale, 1",UUDD,0,"['B',4]",same,0.280514021
105,"[11, 8, 5, 4, 1]","[11, 7.0, 6.0, 4, 1]","No Scale, 1",DDDD,2,"['G',3]",different,0.457709301
503,"[0.0, 4, 6, 5.0, 1]","[0.0, 4, 6, 5.0, 1]","No Scale, 1",UUDD,0,"['B',4]",same,0.461491583
427,"[1, 1.5, 5, 8, 8.5]","[1, 1.5, 5, 8, 8.5]","No Scale, 2",DUDU,0,"['G',3]",same,0.952672872
579,"[2, 4, 6, 4.0, 1]","[2, 4, 6, 4.0, 1]","No Scale, 0.5",DUDU,0,"['G',3]",same,0.408111454
255,"[1, 2, 5, 8, 9]","[1, 3.0, 4.0, 8, 9]","No Scale, 1",UUUU,2,"['B',4]",different,0.421396434
666,"[2, 4.5, 6, 3.5, 1]","[2, 4.5, 6, 3.5, 1]","No Scale, 0.5",UUUU,0,"['B',4]",same,0.192938856
545,"[1, 2, 5, 8, 8.5]","[1, 2, 5, 8, 8.5]","No Scale, 0.5",DDDD,0,"['G',3]",same,0.388791007
193,"[1, 2, 5, 8, 9]","[1, 2, 7.0, 8, 9]","No Scale, 2",UUUU,1,"['B',4]",different,0.700969497
525,"[3, 5.0, 0.0, 5, 2]","[3, 5.0, 0.0, 5, 2]","No Scale, 2",UUUU,0,"['G',3]",same,0.796613598
283,"[11, 8, 5, 4, 1]","[10.0, 8, 5, 3.0, 1]","No Scale, 1",DDDD,2,"['B',4]",different,0.909441512
473,"[13.0, 8, 5, 2.0, 1]","[13.0, 8, 5, 2.0, 1]","No Scale, 1",UUUU,0,"['B',4]",same,0.149081449
179,"[3, 6, 1, 5, 2]","[3, 6, -1.0, 5, 4.0]","No Scale, 2",DUDU,2,"['G',3]",different,0.146408836
261,"[1, 2, 5, 8, 9]","[3.0, 4.0, 5, 8, 9]","No Scale, 2",UUUU,2,"['B',4]",different,0.051448724
532,"[5.0, 6, -1.0, 5, 2]","[5.0, 6, -1.0, 5, 2]","No Scale, 1",UUDD,0,"['G',3]",same,0.436841917
409,"[3, 6, 1, 4.5, 2]","[3, 6, 1, 4.5, 2]","No Scale, 0.5",UUUU,0,"['B',4]",same,0.000858209
240,"[3, 6, 1, 5, 2]","[3, 6, 1, 5, 4.0]","No Scale, 2",DUDU,1,"['B',4]",different,0.48754766
688,"[2, 4, 4.0, 5.0, 1]","[2, 4, 4.0, 5.0, 1]","No Scale, 1",UUDD,0,"['G',3]",same,0.821826908
78,"[1, 2, 5, 8, 9]","[1, 2, 6.0, 7.0, 9]","No Scale, 1",UUUU,2,"['G',3]",different,0.11546356
701,"[2.0, 5.0, 1, 5, 2]","[2.0, 5.0, 1, 5, 2]","No Scale, 2",UUUU,0,"['G',3]",same,0.549930936
207,"[11, 8, 5, 4, 1]","[11, 10.0, 5, 4, 1]","No Scale, 2",DDDD,1,"['B',4]",different,0.297215807
243,"[1, 2, 5, 8, 9]","[0.5, 2, 5, 7.5, 9]","No Scale, 0.5",UUUU,2,"['B',4]",different,0.592038581
95,"[11, 8, 5, 4, 1]","[11, 8.5, 4.5, 4, 1]","No Scale, 0.5",DDDD,2,"['G',3]",different,0.624568677
521,"[2.0, 5.0, 1, 5, 2]","[2.0, 5.0, 1, 5, 2]","No Scale, 0.5",UUDD,0,"['G',3]",same,0.082449641
264,"[1, 2, 5, 8, 9]","[-1.0, 2, 5, 8, 11.0]","No Scale, 2",UUUU,2,"['B',4]",different,0.012594711
355,"[3, 6, 1, 5, 2]","[3, 4.0, 1, 7.0, 2]","No Scale, 2",DUDU,2,"['B',4]",different,0.817661737
291,"[11, 8, 5, 4, 1]","[9.0, 6.0, 5, 4, 1]","No Scale, 2",DDDD,2,"['B',4]",different,0.682696874
709,"[3, 6, 2.0, 5, 3.0]","[3, 6, 2.0, 5, 3.0]","No Scale, 0.5",UUUU,0,"['G',3]",same,0.112730749
40,"[2, 4, 6, 3, 1]","[2, 4, 6, 3, 0.0]","No Scale, 1",UUDD,1,"['G',3]",different,0.729454352
108,"[11, 8, 5, 4, 1]","[11, 8, 4.0, 5.0, 1]","No Scale, 1",DDDD,2,"['G',3]",different,0.676580946
400,"[2, 4, 6, 3, 0.0]","[2, 4, 6, 3, 0.0]","No Scale, 2",DDDD,0,"['B',4]",same,0.011299165
460,"[11, 8, 5, 4.5, 1.5]","[11, 8, 5, 4.5, 1.5]","No Scale, 2",DDDD,0,"['G',3]",same,0.181163134
226,"[3, 6, 1, 5, 2]","[2.5, 6, 1, 5, 2]","No Scale, 0.5",DUDU,1,"['B',4]",different,0.808378
314,"[2, 4, 6, 3, 1]","[3.0, 4, 6, 3, 0.0]","No Scale, 1",UUDD,2,"['B',4]",different,0.463272371
221,"[2, 4, 6, 3, 1]","[0.0, 4, 6, 3, 1]","No Scale, 2",UUDD,1,"['B',4]",different,0.787173565
710,"[3, 6, 1, 6.0, 1.0]","[3, 6, 1, 6.0, 1.0]","No Scale, 1",UUUU,0,"['G',3]",same,0.075243949
197,"[11, 8, 5, 4, 1]","[11, 8.5, 5, 4, 1]","No Scale, 0.5",DDDD,1,"['B',4]",different,0.935163376
331,"[3, 6, 1, 5, 2]","[3.5, 6.5, 1, 5, 2]","No Scale, 0.5",DUDU,2,"['B',4]",different,0.058797534
550,"[1, 2, 5, 8, 8.0]","[1, 2, 5, 8, 8.0]","No Scale, 1",DDDD,0,"['G',3]",same,0.613861404
252,"[1, 2, 5, 8, 9]","[0.0, 2, 6.0, 8, 9]","No Scale, 1",UUUU,2,"['B',4]",different,0.338479922
664,"[2.5, 4, 6, 3, 1.5]","[2.5, 4, 6, 3, 1.5]","No Scale, 2",DDDD,0,"['B',4]",same,0.66022463
143,"[2, 4, 6, 3, 1]","[0.0, 4, 6, 5.0, 1]","No Scale, 2",UUDD,2,"['G',3]",different,0.528229738
67,"[1, 2, 5, 8, 9]","[1, 1.5, 5, 8, 8.5]","No Scale, 0.5",UUUU,2,"['G',3]",different,0.306654202
439,"[1, 2, 6.0, 8, 10.0]","[1, 2, 6.0, 8, 10.0]","No Scale, 2",DDDD,0,"['B',4]",same,0.223392071
185,"[1, 2, 5, 8, 9]","[1, 2, 5, 8, 8.5]","No Scale, 0.5",UUUU,1,"['B',4]",different,0.900993754
714,"[3, 4.0, -1.0, 5, 2]","[3, 4.0, -1.0, 5, 2]","No Scale, 2",DDDD,0,"['G',3]",same,0.579841285
597,"[3, 4.0, 1, 5, 2]","[3, 4.0, 1, 5, 2]","No Scale, 1",DDDD,0,"['B',4]",same,0.923216034
274,"[11, 8, 5, 4, 1]","[11.5, 8, 5, 4, 0.5]","No Scale, 0.5",DDDD,2,"['B',4]",different,0.136052752
133,"[2, 4, 6, 3, 1]","[1.0, 4, 6, 4.0, 1]","No Scale, 1",UUDD,2,"['G',3]",different,0.806561492
633,"[10.5, 8, 5, 4.5, 1]","[10.5, 8, 5, 4.5, 1]","No Scale, 1",DDDD,0,"['B',4]",same,0.804705522
154,"[3, 6, 1, 5, 2]","[3.5, 6, 1, 5, 2.5]","No Scale, 0.5",DUDU,2,"['G',3]",different,0.479756406
582,"[2, 2.0, 6, 3, 1]","[2, 2.0, 6, 3, 1]","No Scale, 1",UUDD,0,"['G',3]",same,0.593616562
571,"[1.5, 4, 6, 3, 1]","[1.5, 4, 6, 3, 1]","No Scale, 1",UUDD,0,"['G',3]",same,0.458959578
195,"[1, 2, 5, 8, 9]","[1, 2, 5, 8, 11.0]","No Scale, 2",UUUU,1,"['B',4]",different,0.441300765
45,"[2, 4, 6, 3, 1]","[2, 4, 6, 3, -1.0]","No Scale, 2",UUDD,1,"['G',3]",different,0.711554537
631,"[10.5, 8.5, 5, 4, 1]","[10.5, 8.5, 5, 4, 1]","No Scale, 2",DDDD,0,"['B',4]",same,0.954346991
544,"[1, 2, 5, 8.5, 9]","[1, 2, 5, 8.5, 9]","No Scale, 1",DDDD,0,"['G',3]",same,0.007174063
102,"[11, 8, 5, 4, 1]","[12.0, 8, 4.0, 4, 1]","No Scale, 1",DDDD,2,"['G',3]",different,0.246476084
416,"[5.0, 6, 1, 5, 2]","[5.0, 6, 1, 5, 2]","No Scale, 1",DDDD,0,"['G',3]",same,0.707458243
86,"[1, 2, 5, 8, 9]","[1, 4.0, 5, 6.0, 9]","No Scale, 2",UUUU,2,"['G',3]",different,0.058120329
713,"[5.0, 6, 1, 3.0, 2]","[5.0, 6, 1, 3.0, 2]","No Scale, 0.5",UUUU,0,"['B',4]",same,0.759704184
334,"[3, 6, 1, 5, 2]","[3.5, 6, 1, 5, 2.5]","No Scale, 0.5",DUDU,2,"['B',4]",different,0.918988268
350,"[3, 6, 1, 5, 2]","[3, 6, 1, 6.0, 1.0]","No Scale, 1",DUDU,2,"['B',4]",different,0.313672527
389,"[11, 8, 5, 6.0, 1]","[11, 8, 5, 6.0, 1]","No Scale, 0.5",DDDD,0,"['G',3]",same,0.078562009
658,"[11, 8, 3.0, 2.0, 1]","[11, 8, 3.0, 2.0, 1]","No Scale, 1",DUDU,0,"['G',3]",same,0.519206567
563,"[11, 8, 6.0, 4, 1]","[11, 8, 6.0, 4, 1]","No Scale, 1",DUDU,0,"['B',4]",same,0.383273958
215,"[2, 4, 6, 3, 1]","[2, 4, 6, 3, 0.5]","No Scale, 0.5",UUDD,1,"['B',4]",different,0.653625841
673,"[1.0, 4, 6, 4.0, 1]","[1.0, 4, 6, 4.0, 1]","No Scale, 1",UUUU,0,"['G',3]",same,0.218773424
97,"[11, 8, 5, 4, 1]","[11, 8.5, 5, 4, 0.5]","No Scale, 0.5",DDDD,2,"['G',3]",different,0.988836522
491,"[1.0, 3.0, 6, 3, 1]","[1.0, 3.0, 6, 3, 1]","No Scale, 2",UUDD,0,"['B',4]",same,0.143221984
107,"[11, 8, 5, 4, 1]","[11, 7.0, 5, 4, 0.0]","No Scale, 1",DDDD,2,"['G',3]",different,0.324908857
6,"[1, 2, 5, 8, 9]","[0.0, 2, 5, 8, 9]","No Scale, 1",UUUU,1,"['G',3]",different,0.153075801
632,"[10.5, 8, 5.5, 4, 1]","[10.5, 8, 5.5, 4, 1]","No Scale, 0.5",UUDD,0,"['G',3]",same,0.401020896
538,"[3, 6, -1.0, 7.0, 2]","[3, 6, -1.0, 7.0, 2]","No Scale, 1",DDDD,0,"['B',4]",same,0.853871137
466,"[11, 7.0, 5, 5.0, 1]","[11, 7.0, 5, 5.0, 1]","No Scale, 1",DDDD,0,"['G',3]",same,0.174777181
357,"[3, 6, 1, 5, 2]","[3, 6, -1.0, 7.0, 2]","No Scale, 2",DUDU,2,"['B',4]",different,0.506547887
595,"[3, 6, 1, 5, 1.0]","[3, 6, 1, 5, 1.0]","No Scale, 0.5",DDDD,0,"['B',4]",same,0.354905503
647,"[11, 7.0, 5, 4, 0.0]","[11, 7.0, 5, 4, 0.0]","No Scale, 2",DUDU,0,"['G',3]",same,0.941455232
663,"[2.5, 4, 6, 3.5, 1]","[2.5, 4, 6, 3.5, 1]","No Scale, 1",UUUU,0,"['G',3]",same,0.354730631
56,"[3, 6, 1, 5, 2]","[5.0, 6, 1, 5, 2]","No Scale, 2",DUDU,1,"['G',3]",different,0.504414446
600,"[3, 6, 1, 5, 4.0]","[3, 6, 1, 5, 4.0]","No Scale, 1",UUUU,0,"['B',4]",same,0.337884339
433,"[0.0, 2, 5, 7.0, 9]","[0.0, 2, 5, 7.0, 9]","No Scale, 0.5",DDDD,0,"['G',3]",same,0.215975322
14,"[1, 2, 5, 8, 9]","[1, 2, 5, 10.0, 9]","No Scale, 2",UUUU,1,"['G',3]",different,0.927241058
703,"[4.0, 6, 1, 4.0, 2]","[4.0, 6, 1, 4.0, 2]","No Scale, 0.5",UUDD,0,"['B',4]",same,0.454983737
155,"[3, 6, 1, 5, 2]","[3, 5.5, 1.5, 5, 2]","No Scale, 0.5",DUDU,2,"['G',3]",different,0.821233734
75,"[1, 2, 5, 8, 9]","[1, 3.0, 4.0, 8, 9]","No Scale, 1",UUUU,2,"['G',3]",different,0.259761419
413,"[3, 6, 0.0, 5, 2]","[3, 6, 0.0, 5, 2]","No Scale, 0.5",DUDU,0,"['B',4]",same,0.893000607
384,"[11, 8, 5, 5.0, 1]","[11, 8, 5, 5.0, 1]","No Scale, 2",UUUU,0,"['G',3]",same,0.199076701
266,"[1, 2, 5, 8, 9]","[1, 4.0, 5, 6.0, 9]","No Scale, 2",UUUU,2,"['B',4]",different,0.093589301
160,"[3, 6, 1, 5, 2]","[3, 6, 1, 5.5, 2.5]","No Scale, 0.5",DUDU,2,"['G',3]",different,0.000442545
560,"[11, 8, 5, 4, 1.5]","[11, 8, 5, 4, 1.5]","No Scale, 2",UUDD,0,"['G',3]",same,0.913033029
373,"[1, 2, 7.0, 8, 9]","[1, 2, 7.0, 8, 9]","No Scale, 0.5",DUDU,0,"['G',3]",same,0.030528133
687,"[2, 6.0, 6, 3, -1.0]","[2, 6.0, 6, 3, -1.0]","No Scale, 0.5",DDDD,0,"['B',4]",same,0.953649091
196,"[11, 8, 5, 4, 1]","[11.5, 8, 5, 4, 1]","No Scale, 0.5",DDDD,1,"['B',4]",different,0.759655134
385,"[11, 8, 5, 4, 0.0]","[11, 8, 5, 4, 0.0]","No Scale, 0.5",UUDD,0,"['B',4]",same,0.572902927
114,"[11, 8, 5, 4, 1]","[9.0, 8, 5, 4, -1.0]","No Scale, 2",DDDD,2,"['G',3]",different,0.400386923
704,"[4.0, 6, 1, 5, 3.0]","[4.0, 6, 1, 5, 3.0]","No Scale, 0.5",DUDU,0,"['G',3]",same,0.289954748
648,"[11, 8, 4.0, 5.0, 1]","[11, 8, 4.0, 5.0, 1]","No Scale, 2",UUUU,0,"['G',3]",same,0.1031694
691,"[3.5, 6.5, 1, 5, 2]","[3.5, 6.5, 1, 5, 2]","No Scale, 2",UUDD,0,"['B',4]",same,0.697449796
228,"[3, 6, 1, 5, 2]","[3, 6, 0.5, 5, 2]","No Scale, 0.5",DUDU,1,"['B',4]",different,0.769798584
692,"[2.5, 6, 1.5, 5, 2]","[2.5, 6, 1.5, 5, 2]","No Scale, 1",DDDD,0,"['B',4]",same,0.358969586
627,"[1, 4.0, 5, 8, 7.0]","[1, 4.0, 5, 8, 7.0]","No Scale, 0.5",DUDU,0,"['B',4]",same,0.014543807
341,"[3, 6, 1, 5, 2]","[2.0, 5.0, 1, 5, 2]","No Scale, 1",DUDU,2,"['B',4]",different,0.513056676
326,"[2, 4, 6, 3, 1]","[2, 2.0, 6, 1.0, 1]","No Scale, 2",UUDD,2,"['B',4]",different,0.204896888
720,"[5.0, 6, 1, 5, 0.0]","[5.0, 6, 1, 5, 0.0]","No Scale, 2",UUDD,0,"['G',3]",same,0.696721608
471,"[9.0, 6.0, 5, 4, 1]","[9.0, 6.0, 5, 4, 1]","No Scale, 1",UUDD,0,"['G',3]",same,0.320457282
624,"[-1.0, 2, 5, 8, 11.0]","[-1.0, 2, 5, 8, 11.0]","No Scale, 0.5",DUDU,0,"['G',3]",same,0.536367911
275,"[11, 8, 5, 4, 1]","[11, 8.5, 4.5, 4, 1]","No Scale, 0.5",DDDD,2,"['B',4]",different,0.004854154
34,"[2, 4, 6, 3, 1]","[2, 4, 6, 3.5, 1]","No Scale, 0.5",UUDD,1,"['G',3]",different,0.203998265
50,"[3, 6, 1, 5, 2]","[3, 6, 1, 5, 2.5]","No Scale, 0.5",DUDU,1,"['G',3]",different,0.262706609
685,"[2, 6.0, 8.0, 3, 1]","[2, 6.0, 8.0, 3, 1]","No Scale, 1",UUDD,0,"['B',4]",same,0.712510487
270,"[1, 2, 5, 8, 9]","[1, 2, 5, 10.0, 7.0]","No Scale, 2",UUUU,2,"['B',4]",different,0.045184627
502,"[4.0, 4, 4.0, 3, 1]","[4.0, 4, 4.0, 3, 1]","No Scale, 1",DUDU,0,"['G',3]",same,0.597120481
527,"[3, 5.0, 1, 5, 1.0]","[3, 5.0, 1, 5, 1.0]","No Scale, 2",DUDU,0,"['B',4]",same,0.69948089
540,"[3, 6, 1, 7.0, 4.0]","[3, 6, 1, 7.0, 4.0]","No Scale, 1",UUDD,0,"['B',4]",same,0.351994785
276,"[11, 8, 5, 4, 1]","[11, 7.5, 5, 4.5, 1]","No Scale, 0.5",DDDD,2,"['B',4]",different,0.412607378
537,"[3, 8.0, 1, 5, 4.0]","[3, 8.0, 1, 5, 4.0]","No Scale, 1",UUUU,0,"['B',4]",same,0.223480851
241,"[1, 2, 5, 8, 9]","[0.5, 1.5, 5, 8, 9]","No Scale, 0.5",UUUU,2,"['B',4]",different,0.935702925
250,"[1, 2, 5, 8, 9]","[1, 2, 5, 8.5, 8.5]","No Scale, 0.5",UUUU,2,"['B',4]",different,0.717151931
519,"[3, 6, 0.5, 5, 1.5]","[3, 6, 0.5, 5, 1.5]","No Scale, 2",UUUU,0,"['B',4]",same,0.94723611
178,"[3, 6, 1, 5, 2]","[3, 6, -1.0, 7.0, 2]","No Scale, 2",DUDU,2,"['G',3]",different,0.590420267
518,"[3, 6, 1.5, 5.5, 2]","[3, 6, 1.5, 5.5, 2]","No Scale, 0.5",UUUU,0,"['B',4]",same,0.449492793
303,"[2, 4, 6, 3, 1]","[2.5, 4, 6, 3.5, 1]","No Scale, 0.5",UUDD,2,"['B',4]",different,0.717599359
500,"[2, 4, 6, 4.0, 2.0]","[2, 4, 6, 4.0, 2.0]","No Scale, 1",DDDD,0,"['G',3]",same,0.317338024
238,"[3, 6, 1, 5, 2]","[3, 6, -1.0, 5, 2]","No Scale, 2",DUDU,1,"['B',4]",different,0.225789671
156,"[3, 6, 1, 5, 2]","[3, 5.5, 1, 4.5, 2]","No Scale, 0.5",DUDU,2,"['G',3]",different,0.617238337
48,"[3, 6, 1, 5, 2]","[3, 6, 0.5, 5, 2]","No Scale, 0.5",DUDU,1,"['G',3]",different,0.682225085
