Item_Number,Natural_Order,soundA,soundB,Details,Contour,Notes_Different,diff1,diff2,root,Answer,Random_Order
180,629,"[1, 2, 7.0, 8, 7.0]","[1, 2, 7.0, 8, 7.0]","No Scale, 0.5",UUUD,0,none,none,"['B', 4]",same,0.89506334
181,642,"[12.0, 8, 4.0, 4, 1]","[12.0, 8, 4.0, 4, 1]","No Scale, 1",DDDD,0,none,none,"['G', 3]",same,0.951077494
182,213,"[2, 4, 6, 3, 1]","[2, 4, 5.5, 3, 1]","No Scale, 0.5",UUDD,1,three,none,"['B', 4]",different,0.563470938
183,181,"[1, 2, 5, 8, 9]","[1.5, 2, 5, 8, 9]","No Scale, 0.5",UUUU,1,one,none,"['B', 4]",different,0.957589624
184,187,"[1, 2, 5, 8, 9]","[1, 3.0, 5, 8, 9]","No Scale, 1",UUUU,1,two,none,"['B', 4]",different,0.311469981
185,465,"[11, 7.0, 6.0, 4, 1]","[11, 7.0, 6.0, 4, 1]","No Scale, 0.5",DDDD,0,none,none,"['G', 3]",same,0.178573906
186,106,"[11, 8, 5, 4, 1]","[11, 7.0, 5, 5.0, 1]","No Scale, 1",DDDD,2,two,four,"['G', 3]",different,0.359988974
187,374,"[1, 2, 5, 10.0, 9]","[1, 2, 5, 10.0, 9]","No Scale, 2",UUUD,0,none,none,"['B', 4]",same,0.261980196
188,153,"[3, 6, 1, 5, 2]","[3.5, 6, 1, 4.5, 2]","No Scale, 0.5",UDUD,2,one,four,"['G', 3]",different,0.90447662
189,698,"[3, 6, 1.5, 5.5, 2]","[3, 6, 1.5, 5.5, 2]","No Scale, 0.5",UDUD,0,none,none,"['B', 4]",same,0.259595806
190,408,"[3, 6, 0.5, 5, 2]","[3, 6, 0.5, 5, 2]","No Scale, 0.5",UDUD,0,none,none,"['G', 3]",same,0.151677854
191,581,"[0.0, 4, 6, 3, 1]","[0.0, 4, 6, 3, 1]","No Scale, 2",UUDD,0,none,none,"['B', 4]",same,0.043630921
192,298,"[11, 8, 5, 4, 1]","[11, 8, 3.0, 2.0, 1]","No Scale, 2",DDDD,2,three,four,"['B', 4]",different,0.711690951
193,606,"[1, 2.5, 5, 7.5, 9]","[1, 2.5, 5, 7.5, 9]","No Scale, 1",UUUU,0,none,none,"['B', 4]",same,0.502749632
194,715,"[3, 4.0, 1, 7.0, 2]","[3, 4.0, 1, 7.0, 2]","No Scale, 1",UDUD,0,none,none,"['G', 3]",same,0.951962399
195,271,"[11, 8, 5, 4, 1]","[10.5, 8.5, 5, 4, 1]","No Scale, 0.5",DDDD,2,one,two,"['B', 4]",different,0.451211194
196,529,"[3, 6, 2.0, 5, 3.0]","[3, 6, 2.0, 5, 3.0]","No Scale, 0.5",UDUD,0,none,none,"['G', 3]",same,0.931514803
197,635,"[11, 8.5, 4.5, 4, 1]","[11, 8.5, 4.5, 4, 1]","No Scale, 2",DDDD,0,none,none,"['G', 3]",same,0.21037349
198,84,"[1, 2, 5, 8, 9]","[-1.0, 2, 5, 8, 11.0]","No Scale, 2",UUUU,2,one,five,"['G', 3]",different,0.133637091
199,279,"[11, 8, 5, 4, 1]","[11, 8, 5.5, 4, 1.5]","No Scale, 0.5",DDDD,2,three,five,"['B', 4]",different,0.993102843
200,641,"[12.0, 7.0, 5, 4, 1]","[12.0, 7.0, 5, 4, 1]","No Scale, 0.5",DDDD,0,none,none,"['B', 4]",same,0.08237392
201,528,"[3, 6, 0.0, 6.0, 2]","[3, 6, 0.0, 6.0, 2]","No Scale, 1",UDUD,0,none,none,"['G', 3]",same,0.163365206
202,376,"[11.5, 8, 5, 4, 1]","[11.5, 8, 5, 4, 1]","No Scale, 2",DDDD,0,none,none,"['G', 3]",same,0.793067724
203,246,"[1, 2, 5, 8, 9]","[1, 2.5, 5, 7.5, 9]","No Scale, 0.5",UUUU,2,two,four,"['B', 4]",different,0.790933367
204,524,"[4.0, 6, 1, 5, 3.0]","[4.0, 6, 1, 5, 3.0]","No Scale, 0.5",UDUD,0,none,none,"['G', 3]",same,0.706899101
205,219,"[2, 4, 6, 3, 1]","[2, 4, 6, 4.0, 1]","No Scale, 1",UUDD,1,four,none,"['B', 4]",different,0.140605963
206,3,"[1, 2, 5, 8, 9]","[1, 2, 4.5, 8, 9]","No Scale, 0.5",UUUU,1,three,none,"['G', 3]",different,0.034710406
207,42,"[2, 4, 6, 3, 1]","[2, 2.0, 6, 3, 1]","No Scale, 2",UUDD,1,two,none,"['G', 3]",different,0.780762018
208,615,"[1, 3.0, 4.0, 8, 9]","[1, 3.0, 4.0, 8, 9]","No Scale, 2",UUUU,0,none,none,"['G', 3]",same,0.924281509
209,305,"[2, 4, 6, 3, 1]","[2, 4.5, 5.5, 3, 1]","No Scale, 0.5",UUDD,2,two,three,"['B', 4]",different,0.173244432
210,77,"[1, 2, 5, 8, 9]","[1, 1.0, 5, 8, 8.0]","No Scale, 1",UUUU,2,two,five,"['G', 3]",different,0.710647477
211,15,"[1, 2, 5, 8, 9]","[1, 2, 5, 8, 11.0]","No Scale, 2",UUUU,1,five,none,"['G', 3]",different,0.191819239
212,412,"[3, 5.0, 1, 5, 2]","[3, 5.0, 1, 5, 2]","No Scale, 2",UDUD,0,none,none,"['G', 3]",same,0.742440258
213,162,"[3, 6, 1, 5, 2]","[2.0, 6, 2.0, 5, 2]","No Scale, 1",UDUD,2,one,three,"['G', 3]",different,0.860329274
214,142,"[2, 4, 6, 3, 1]","[4.0, 4, 4.0, 3, 1]","No Scale, 2",UUDD,2,one,three,"['G', 3]",different,0.445157206
215,258,"[1, 2, 5, 8, 9]","[1, 2, 6.0, 7.0, 9]","No Scale, 1",UUUU,2,three,four,"['B', 4]",different,0.012592854
216,470,"[11, 8, 5, 3.0, 2.0]","[11, 8, 5, 3.0, 2.0]","No Scale, 2",DDDD,0,none,none,"['G', 3]",same,0.517271521
217,479,"[11, 8, 3.0, 4, -1.0]","[11, 8, 3.0, 4, -1.0]","No Scale, 0.5",DDUD,0,none,none,"['G', 3]",same,0.993760373
218,308,"[2, 4, 6, 3, 1]","[2, 4, 6.5, 3.5, 1]","No Scale, 0.5",UUDD,2,three,four,"['B', 4]",different,0.438836248
219,352,"[3, 6, 1, 5, 2]","[5.0, 6, -1.0, 5, 2]","No Scale, 2",UDUD,2,one,three,"['B', 4]",different,0.230314013
220,68,"[1, 2, 5, 8, 9]","[1, 2, 4.5, 7.5, 9]","No Scale, 0.5",UUUU,2,three,four,"['G', 3]",different,0.877168001
221,543,"[1, 2, 4.5, 8, 9]","[1, 2, 4.5, 8, 9]","No Scale, 1",UUUU,0,none,none,"['B', 4]",same,0.203768726
222,552,"[1, 0.0, 5, 8, 9]","[1, 0.0, 5, 8, 9]","No Scale, 2",DUUU,0,none,none,"['G', 3]",same,0.511906727
223,27,"[11, 8, 5, 4, 1]","[11, 10.0, 5, 4, 1]","No Scale, 2",DDDD,1,two,none,"['G', 3]",different,0.898814366
224,657,"[11, 10.0, 5, 4, 3.0]","[11, 10.0, 5, 4, 3.0]","No Scale, 0.5",DDDD,0,none,none,"['B', 4]",same,0.704379064
225,660,"[11, 8, 5, 2.0, 3.0]","[11, 8, 5, 2.0, 3.0]","No Scale, 2",DDDU,0,none,none,"['B', 4]",same,0.278459371
226,8,"[1, 2, 5, 8, 9]","[1, 2, 6.0, 8, 9]","No Scale, 1",UUUU,1,three,none,"['G', 3]",different,0.934293189
227,167,"[3, 6, 1, 5, 2]","[3, 5.0, 1, 5, 1.0]","No Scale, 1",UDUD,2,two,five,"['G', 3]",different,0.840935207
228,210,"[11, 8, 5, 4, 1]","[11, 8, 5, 4, 3.0]","No Scale, 2",DDDD,1,five,none,"['B', 4]",different,0.061673962
229,680,"[2, 4, 6, 4.0, 2.0]","[2, 4, 6, 4.0, 2.0]","No Scale, 1",UUDD,0,none,none,"['G', 3]",same,0.603345794
230,11,"[1, 2, 5, 8, 9]","[-1.0, 2, 5, 8, 9]","No Scale, 2",UUUU,1,one,none,"['G', 3]",different,0.62799327
231,652,"[13.0, 8, 3.0, 4, 1]","[13.0, 8, 3.0, 4, 1]","No Scale, 1",DDUD,0,none,none,"['G', 3]",same,0.994510698
232,337,"[3, 6, 1, 5, 2]","[3, 6.5, 1, 5, 2.5]","No Scale, 0.5",UDUD,2,two,five,"['B', 4]",different,0.920132316
233,343,"[3, 6, 1, 5, 2]","[4.0, 6, 1, 4.0, 2]","No Scale, 1",UDUD,2,one,four,"['B', 4]",different,0.768944465
234,417,"[3, 4.0, 1, 5, 2]","[3, 4.0, 1, 5, 2]","No Scale, 1",UDUD,0,none,none,"['B', 4]",same,0.280514021
235,105,"[11, 8, 5, 4, 1]","[11, 7.0, 6.0, 4, 1]","No Scale, 1",DDDD,2,two,three,"['G', 3]",different,0.457709301
236,503,"[0.0, 4, 6, 5.0, 1]","[0.0, 4, 6, 5.0, 1]","No Scale, 1",UUDD,0,none,none,"['B', 4]",same,0.461491583
237,427,"[1, 1.5, 5, 8, 8.5]","[1, 1.5, 5, 8, 8.5]","No Scale, 2",UUUU,0,none,none,"['G', 3]",same,0.952672872
238,579,"[2, 4, 6, 4.0, 1]","[2, 4, 6, 4.0, 1]","No Scale, 0.5",UUDD,0,none,none,"['G', 3]",same,0.408111454
239,255,"[1, 2, 5, 8, 9]","[1, 3.0, 4.0, 8, 9]","No Scale, 1",UUUU,2,two,three,"['B', 4]",different,0.421396434
240,666,"[2, 4.5, 6, 3.5, 1]","[2, 4.5, 6, 3.5, 1]","No Scale, 0.5",UUDD,0,none,none,"['B', 4]",same,0.192938856
241,545,"[1, 2, 5, 8, 8.5]","[1, 2, 5, 8, 8.5]","No Scale, 0.5",UUUU,0,none,none,"['G', 3]",same,0.388791007
242,193,"[1, 2, 5, 8, 9]","[1, 2, 7.0, 8, 9]","No Scale, 2",UUUU,1,three,none,"['B', 4]",different,0.700969497
243,525,"[3, 5.0, 0.0, 5, 2]","[3, 5.0, 0.0, 5, 2]","No Scale, 2",UDUD,0,none,none,"['G', 3]",same,0.796613598
244,283,"[11, 8, 5, 4, 1]","[10.0, 8, 5, 3.0, 1]","No Scale, 1",DDDD,2,one,four,"['B', 4]",different,0.909441512
245,473,"[13.0, 8, 5, 2.0, 1]","[13.0, 8, 5, 2.0, 1]","No Scale, 1",DDDD,0,none,none,"['B', 4]",same,0.149081449
246,179,"[3, 6, 1, 5, 2]","[3, 6, -1.0, 5, 4.0]","No Scale, 2",UDUD,2,three,five,"['G', 3]",different,0.146408836
247,261,"[1, 2, 5, 8, 9]","[3.0, 4.0, 5, 8, 9]","No Scale, 2",UUUU,2,one,two,"['B', 4]",different,0.051448724
248,532,"[5.0, 6, -1.0, 5, 2]","[5.0, 6, -1.0, 5, 2]","No Scale, 1",UDUD,0,none,none,"['G', 3]",same,0.436841917
249,409,"[3, 6, 1, 4.5, 2]","[3, 6, 1, 4.5, 2]","No Scale, 0.5",UDUD,0,none,none,"['B', 4]",same,0.000858209
250,240,"[3, 6, 1, 5, 2]","[3, 6, 1, 5, 4.0]","No Scale, 2",UDUD,1,five,none,"['B', 4]",different,0.48754766
251,688,"[2, 4, 4.0, 5.0, 1]","[2, 4, 4.0, 5.0, 1]","No Scale, 1",UDUD,0,none,none,"['G', 3]",same,0.821826908
252,78,"[1, 2, 5, 8, 9]","[1, 2, 6.0, 7.0, 9]","No Scale, 1",UUUU,2,three,four,"['G', 3]",different,0.11546356
253,701,"[2.0, 5.0, 1, 5, 2]","[2.0, 5.0, 1, 5, 2]","No Scale, 2",UDUD,0,none,none,"['G', 3]",same,0.549930936
254,207,"[11, 8, 5, 4, 1]","[11, 10.0, 5, 4, 1]","No Scale, 2",DDDD,1,two,none,"['B', 4]",different,0.297215807
255,243,"[1, 2, 5, 8, 9]","[0.5, 2, 5, 7.5, 9]","No Scale, 0.5",UUUU,2,one,four,"['B', 4]",different,0.592038581
256,95,"[11, 8, 5, 4, 1]","[11, 8.5, 4.5, 4, 1]","No Scale, 0.5",DDDD,2,two,three,"['G', 3]",different,0.624568677
257,521,"[2.0, 5.0, 1, 5, 2]","[2.0, 5.0, 1, 5, 2]","No Scale, 0.5",UDUD,0,none,none,"['G', 3]",same,0.082449641
258,264,"[1, 2, 5, 8, 9]","[-1.0, 2, 5, 8, 11.0]","No Scale, 2",UUUU,2,one,five,"['B', 4]",different,0.012594711
259,355,"[3, 6, 1, 5, 2]","[3, 4.0, 1, 7.0, 2]","No Scale, 2",UDUD,2,two,four,"['B', 4]",different,0.817661737
260,291,"[11, 8, 5, 4, 1]","[9.0, 6.0, 5, 4, 1]","No Scale, 2",DDDD,2,one,two,"['B', 4]",different,0.682696874
261,709,"[3, 6, 2.0, 5, 3.0]","[3, 6, 2.0, 5, 3.0]","No Scale, 0.5",UDUD,0,none,none,"['G', 3]",same,0.112730749
262,40,"[2, 4, 6, 3, 1]","[2, 4, 6, 3, 0.0]","No Scale, 1",UUDD,1,five,none,"['G', 3]",different,0.729454352
263,108,"[11, 8, 5, 4, 1]","[11, 8, 4.0, 5.0, 1]","No Scale, 1",DDDD,2,three,four,"['G', 3]",different,0.676580946
264,400,"[2, 4, 6, 3, 0.0]","[2, 4, 6, 3, 0.0]","No Scale, 2",UUDD,0,none,none,"['B', 4]",same,0.011299165
265,460,"[11, 8, 5, 4.5, 1.5]","[11, 8, 5, 4.5, 1.5]","No Scale, 2",DDDD,0,none,none,"['G', 3]",same,0.181163134
266,226,"[3, 6, 1, 5, 2]","[2.5, 6, 1, 5, 2]","No Scale, 0.5",UDUD,1,one,none,"['B', 4]",different,0.808378
267,314,"[2, 4, 6, 3, 1]","[3.0, 4, 6, 3, 0.0]","No Scale, 1",UUDD,2,one,five,"['B', 4]",different,0.463272371
268,221,"[2, 4, 6, 3, 1]","[0.0, 4, 6, 3, 1]","No Scale, 2",UUDD,1,one,none,"['B', 4]",different,0.787173565
269,710,"[3, 6, 1, 6.0, 1.0]","[3, 6, 1, 6.0, 1.0]","No Scale, 1",UDUD,0,none,none,"['G', 3]",same,0.075243949
270,197,"[11, 8, 5, 4, 1]","[11, 8.5, 5, 4, 1]","No Scale, 0.5",DDDD,1,two,none,"['B', 4]",different,0.935163376
271,331,"[3, 6, 1, 5, 2]","[3.5, 6.5, 1, 5, 2]","No Scale, 0.5",UDUD,2,one,two,"['B', 4]",different,0.058797534
272,550,"[1, 2, 5, 8, 8.0]","[1, 2, 5, 8, 8.0]","No Scale, 1",UUUU,0,none,none,"['G', 3]",same,0.613861404
273,252,"[1, 2, 5, 8, 9]","[0.0, 2, 6.0, 8, 9]","No Scale, 1",UUUU,2,one,three,"['B', 4]",different,0.338479922
274,664,"[2.5, 4, 6, 3, 1.5]","[2.5, 4, 6, 3, 1.5]","No Scale, 2",UUDD,0,none,none,"['B', 4]",same,0.66022463
275,143,"[2, 4, 6, 3, 1]","[0.0, 4, 6, 5.0, 1]","No Scale, 2",UUDD,2,one,four,"['G', 3]",different,0.528229738
276,67,"[1, 2, 5, 8, 9]","[1, 1.5, 5, 8, 8.5]","No Scale, 0.5",UUUU,2,two,five,"['G', 3]",different,0.306654202
277,439,"[1, 2, 6.0, 8, 10.0]","[1, 2, 6.0, 8, 10.0]","No Scale, 2",UUUU,0,none,none,"['B', 4]",same,0.223392071
278,185,"[1, 2, 5, 8, 9]","[1, 2, 5, 8, 8.5]","No Scale, 0.5",UUUU,1,five,none,"['B', 4]",different,0.900993754
279,714,"[3, 4.0, -1.0, 5, 2]","[3, 4.0, -1.0, 5, 2]","No Scale, 2",UDUD,0,none,none,"['G', 3]",same,0.579841285
280,597,"[3, 4.0, 1, 5, 2]","[3, 4.0, 1, 5, 2]","No Scale, 1",UDUD,0,none,none,"['B', 4]",same,0.923216034
281,274,"[11, 8, 5, 4, 1]","[11.5, 8, 5, 4, 0.5]","No Scale, 0.5",DDDD,2,one,five,"['B', 4]",different,0.136052752
282,133,"[2, 4, 6, 3, 1]","[1.0, 4, 6, 4.0, 1]","No Scale, 1",UUDD,2,one,four,"['G', 3]",different,0.806561492
283,633,"[10.5, 8, 5, 4.5, 1]","[10.5, 8, 5, 4.5, 1]","No Scale, 1",DDDD,0,none,none,"['B', 4]",same,0.804705522
284,154,"[3, 6, 1, 5, 2]","[3.5, 6, 1, 5, 2.5]","No Scale, 0.5",UDUD,2,one,five,"['G', 3]",different,0.479756406
285,582,"[2, 2.0, 6, 3, 1]","[2, 2.0, 6, 3, 1]","No Scale, 1",UUDD,0,none,none,"['G', 3]",same,0.593616562
286,571,"[1.5, 4, 6, 3, 1]","[1.5, 4, 6, 3, 1]","No Scale, 1",UUDD,0,none,none,"['G', 3]",same,0.458959578
287,195,"[1, 2, 5, 8, 9]","[1, 2, 5, 8, 11.0]","No Scale, 2",UUUU,1,five,none,"['B', 4]",different,0.441300765
288,45,"[2, 4, 6, 3, 1]","[2, 4, 6, 3, -1.0]","No Scale, 2",UUDD,1,five,none,"['G', 3]",different,0.711554537
289,631,"[10.5, 8.5, 5, 4, 1]","[10.5, 8.5, 5, 4, 1]","No Scale, 2",DDDD,0,none,none,"['B', 4]",same,0.954346991
290,544,"[1, 2, 5, 8.5, 9]","[1, 2, 5, 8.5, 9]","No Scale, 1",UUUU,0,none,none,"['G', 3]",same,0.007174063
291,102,"[11, 8, 5, 4, 1]","[12.0, 8, 4.0, 4, 1]","No Scale, 1",DDDD,2,one,three,"['G', 3]",different,0.246476084
292,416,"[5.0, 6, 1, 5, 2]","[5.0, 6, 1, 5, 2]","No Scale, 1",UDUD,0,none,none,"['G', 3]",same,0.707458243
293,86,"[1, 2, 5, 8, 9]","[1, 4.0, 5, 6.0, 9]","No Scale, 2",UUUU,2,two,four,"['G', 3]",different,0.058120329
294,713,"[5.0, 6, 1, 3.0, 2]","[5.0, 6, 1, 3.0, 2]","No Scale, 0.5",UDUD,0,none,none,"['B', 4]",same,0.759704184
295,334,"[3, 6, 1, 5, 2]","[3.5, 6, 1, 5, 2.5]","No Scale, 0.5",UDUD,2,one,five,"['B', 4]",different,0.918988268
296,350,"[3, 6, 1, 5, 2]","[3, 6, 1, 6.0, 1.0]","No Scale, 1",UDUD,2,four,five,"['B', 4]",different,0.313672527
297,389,"[11, 8, 5, 6.0, 1]","[11, 8, 5, 6.0, 1]","No Scale, 0.5",DDUD,0,none,none,"['G', 3]",same,0.078562009
298,658,"[11, 8, 3.0, 2.0, 1]","[11, 8, 3.0, 2.0, 1]","No Scale, 1",DDDD,0,none,none,"['G', 3]",same,0.519206567
299,563,"[11, 8, 6.0, 4, 1]","[11, 8, 6.0, 4, 1]","No Scale, 1",DDDD,0,none,none,"['B', 4]",same,0.383273958
300,215,"[2, 4, 6, 3, 1]","[2, 4, 6, 3, 0.5]","No Scale, 0.5",UUDD,1,five,none,"['B', 4]",different,0.653625841
301,673,"[1.0, 4, 6, 4.0, 1]","[1.0, 4, 6, 4.0, 1]","No Scale, 1",UUDD,0,none,none,"['G', 3]",same,0.218773424
302,97,"[11, 8, 5, 4, 1]","[11, 8.5, 5, 4, 0.5]","No Scale, 0.5",DDDD,2,two,five,"['G', 3]",different,0.988836522
303,491,"[1.0, 3.0, 6, 3, 1]","[1.0, 3.0, 6, 3, 1]","No Scale, 2",UUDD,0,none,none,"['B', 4]",same,0.143221984
304,107,"[11, 8, 5, 4, 1]","[11, 7.0, 5, 4, 0.0]","No Scale, 1",DDDD,2,two,five,"['G', 3]",different,0.324908857
305,6,"[1, 2, 5, 8, 9]","[0.0, 2, 5, 8, 9]","No Scale, 1",UUUU,1,one,none,"['G', 3]",different,0.153075801
306,632,"[10.5, 8, 5.5, 4, 1]","[10.5, 8, 5.5, 4, 1]","No Scale, 0.5",DDDD,0,none,none,"['G', 3]",same,0.401020896
307,538,"[3, 6, -1.0, 7.0, 2]","[3, 6, -1.0, 7.0, 2]","No Scale, 1",UDUD,0,none,none,"['B', 4]",same,0.853871137
308,466,"[11, 7.0, 5, 5.0, 1]","[11, 7.0, 5, 5.0, 1]","No Scale, 1",DDDD,0,none,none,"['G', 3]",same,0.174777181
309,357,"[3, 6, 1, 5, 2]","[3, 6, -1.0, 7.0, 2]","No Scale, 2",UDUD,2,three,four,"['B', 4]",different,0.506547887
310,595,"[3, 6, 1, 5, 1.0]","[3, 6, 1, 5, 1.0]","No Scale, 0.5",UDUD,0,none,none,"['B', 4]",same,0.354905503
311,647,"[11, 7.0, 5, 4, 0.0]","[11, 7.0, 5, 4, 0.0]","No Scale, 2",DDDD,0,none,none,"['G', 3]",same,0.941455232
312,663,"[2.5, 4, 6, 3.5, 1]","[2.5, 4, 6, 3.5, 1]","No Scale, 1",UUDD,0,none,none,"['G', 3]",same,0.354730631
313,56,"[3, 6, 1, 5, 2]","[5.0, 6, 1, 5, 2]","No Scale, 2",UDUD,1,one,none,"['G', 3]",different,0.504414446
314,600,"[3, 6, 1, 5, 4.0]","[3, 6, 1, 5, 4.0]","No Scale, 1",UDUD,0,none,none,"['B', 4]",same,0.337884339
315,433,"[0.0, 2, 5, 7.0, 9]","[0.0, 2, 5, 7.0, 9]","No Scale, 0.5",UUUU,0,none,none,"['G', 3]",same,0.215975322
316,14,"[1, 2, 5, 8, 9]","[1, 2, 5, 10.0, 9]","No Scale, 2",UUUU,1,four,none,"['G', 3]",different,0.927241058
317,703,"[4.0, 6, 1, 4.0, 2]","[4.0, 6, 1, 4.0, 2]","No Scale, 0.5",UDUD,0,none,none,"['B', 4]",same,0.454983737
318,155,"[3, 6, 1, 5, 2]","[3, 5.5, 1.5, 5, 2]","No Scale, 0.5",UDUD,2,two,three,"['G', 3]",different,0.821233734
319,75,"[1, 2, 5, 8, 9]","[1, 3.0, 4.0, 8, 9]","No Scale, 1",UUUU,2,two,three,"['G', 3]",different,0.259761419
320,413,"[3, 6, 0.0, 5, 2]","[3, 6, 0.0, 5, 2]","No Scale, 0.5",UDUD,0,none,none,"['B', 4]",same,0.893000607
321,384,"[11, 8, 5, 5.0, 1]","[11, 8, 5, 5.0, 1]","No Scale, 2",DDDD,0,none,none,"['G', 3]",same,0.199076701
322,266,"[1, 2, 5, 8, 9]","[1, 4.0, 5, 6.0, 9]","No Scale, 2",UUUU,2,two,four,"['B', 4]",different,0.093589301
323,160,"[3, 6, 1, 5, 2]","[3, 6, 1, 5.5, 2.5]","No Scale, 0.5",UDUD,2,four,five,"['G', 3]",different,0.000442545
324,560,"[11, 8, 5, 4, 1.5]","[11, 8, 5, 4, 1.5]","No Scale, 2",DDDD,0,none,none,"['G', 3]",same,0.913033029
325,373,"[1, 2, 7.0, 8, 9]","[1, 2, 7.0, 8, 9]","No Scale, 0.5",UUUU,0,none,none,"['G', 3]",same,0.030528133
326,687,"[2, 6.0, 6, 3, -1.0]","[2, 6.0, 6, 3, -1.0]","No Scale, 0.5",UUDD,0,none,none,"['B', 4]",same,0.953649091
327,196,"[11, 8, 5, 4, 1]","[11.5, 8, 5, 4, 1]","No Scale, 0.5",DDDD,1,one,none,"['B', 4]",different,0.759655134
328,385,"[11, 8, 5, 4, 0.0]","[11, 8, 5, 4, 0.0]","No Scale, 0.5",DDDD,0,none,none,"['B', 4]",same,0.572902927
329,114,"[11, 8, 5, 4, 1]","[9.0, 8, 5, 4, -1.0]","No Scale, 2",DDDD,2,one,five,"['G', 3]",different,0.400386923
330,704,"[4.0, 6, 1, 5, 3.0]","[4.0, 6, 1, 5, 3.0]","No Scale, 0.5",UDUD,0,none,none,"['G', 3]",same,0.289954748
331,648,"[11, 8, 4.0, 5.0, 1]","[11, 8, 4.0, 5.0, 1]","No Scale, 2",DDUD,0,none,none,"['G', 3]",same,0.1031694
332,691,"[3.5, 6.5, 1, 5, 2]","[3.5, 6.5, 1, 5, 2]","No Scale, 2",UDUD,0,none,none,"['B', 4]",same,0.697449796
333,228,"[3, 6, 1, 5, 2]","[3, 6, 0.5, 5, 2]","No Scale, 0.5",UDUD,1,three,none,"['B', 4]",different,0.769798584
334,692,"[2.5, 6, 1.5, 5, 2]","[2.5, 6, 1.5, 5, 2]","No Scale, 1",UDUD,0,none,none,"['B', 4]",same,0.358969586
335,627,"[1, 4.0, 5, 8, 7.0]","[1, 4.0, 5, 8, 7.0]","No Scale, 0.5",UUUD,0,none,none,"['B', 4]",same,0.014543807
336,341,"[3, 6, 1, 5, 2]","[2.0, 5.0, 1, 5, 2]","No Scale, 1",UDUD,2,one,two,"['B', 4]",different,0.513056676
337,326,"[2, 4, 6, 3, 1]","[2, 2.0, 6, 1.0, 1]","No Scale, 2",UUDD,2,two,four,"['B', 4]",different,0.204896888
338,720,"[5.0, 6, 1, 5, 0.0]","[5.0, 6, 1, 5, 0.0]","No Scale, 2",UDUD,0,none,none,"['G', 3]",same,0.696721608
339,471,"[9.0, 6.0, 5, 4, 1]","[9.0, 6.0, 5, 4, 1]","No Scale, 1",DDDD,0,none,none,"['G', 3]",same,0.320457282
340,624,"[-1.0, 2, 5, 8, 11.0]","[-1.0, 2, 5, 8, 11.0]","No Scale, 0.5",UUUU,0,none,none,"['G', 3]",same,0.536367911
341,275,"[11, 8, 5, 4, 1]","[11, 8.5, 4.5, 4, 1]","No Scale, 0.5",DDDD,2,two,three,"['B', 4]",different,0.004854154
342,34,"[2, 4, 6, 3, 1]","[2, 4, 6, 3.5, 1]","No Scale, 0.5",UUDD,1,four,none,"['G', 3]",different,0.203998265
343,50,"[3, 6, 1, 5, 2]","[3, 6, 1, 5, 2.5]","No Scale, 0.5",UDUD,1,five,none,"['G', 3]",different,0.262706609
344,685,"[2, 6.0, 8.0, 3, 1]","[2, 6.0, 8.0, 3, 1]","No Scale, 1",UUDD,0,none,none,"['B', 4]",same,0.712510487
345,270,"[1, 2, 5, 8, 9]","[1, 2, 5, 10.0, 7.0]","No Scale, 2",UUUU,2,four,five,"['B', 4]",different,0.045184627
346,502,"[4.0, 4, 4.0, 3, 1]","[4.0, 4, 4.0, 3, 1]","No Scale, 1",UUDD,0,none,none,"['G', 3]",same,0.597120481
347,527,"[3, 5.0, 1, 5, 1.0]","[3, 5.0, 1, 5, 1.0]","No Scale, 2",UDUD,0,none,none,"['B', 4]",same,0.69948089
348,540,"[3, 6, 1, 7.0, 4.0]","[3, 6, 1, 7.0, 4.0]","No Scale, 1",UDUD,0,none,none,"['B', 4]",same,0.351994785
349,276,"[11, 8, 5, 4, 1]","[11, 7.5, 5, 4.5, 1]","No Scale, 0.5",DDDD,2,two,four,"['B', 4]",different,0.412607378
350,537,"[3, 8.0, 1, 5, 4.0]","[3, 8.0, 1, 5, 4.0]","No Scale, 1",UDUD,0,none,none,"['B', 4]",same,0.223480851
351,241,"[1, 2, 5, 8, 9]","[0.5, 1.5, 5, 8, 9]","No Scale, 0.5",UUUU,2,one,two,"['B', 4]",different,0.935702925
352,250,"[1, 2, 5, 8, 9]","[1, 2, 5, 8.5, 8.5]","No Scale, 0.5",UUUU,2,four,five,"['B', 4]",different,0.717151931
353,519,"[3, 6, 0.5, 5, 1.5]","[3, 6, 0.5, 5, 1.5]","No Scale, 2",UDUD,0,none,none,"['B', 4]",same,0.94723611
354,178,"[3, 6, 1, 5, 2]","[3, 6, -1.0, 7.0, 2]","No Scale, 2",UDUD,2,three,four,"['G', 3]",different,0.590420267
355,518,"[3, 6, 1.5, 5.5, 2]","[3, 6, 1.5, 5.5, 2]","No Scale, 0.5",UDUD,0,none,none,"['B', 4]",same,0.449492793
356,303,"[2, 4, 6, 3, 1]","[2.5, 4, 6, 3.5, 1]","No Scale, 0.5",UUDD,2,one,four,"['B', 4]",different,0.717599359
357,500,"[2, 4, 6, 4.0, 2.0]","[2, 4, 6, 4.0, 2.0]","No Scale, 1",UUDD,0,none,none,"['G', 3]",same,0.317338024
358,238,"[3, 6, 1, 5, 2]","[3, 6, -1.0, 5, 2]","No Scale, 2",UDUD,1,three,none,"['B', 4]",different,0.225789671
