Item_Number,Natural_Order,soundA,soundB,Details,Contour,Notes_Different,diff1,diff2,root,Answer,Random_Order
541,90,"[1, 2, 5, 8, 9]","[1, 2, 5, 10.0, 7.0]","No Scale, 2",UUUU,2,four,five,"['G', 3]",different,0.661151132
542,383,"[11, 8, 6.0, 4, 1]","[11, 8, 6.0, 4, 1]","No Scale, 2",DDDD,0,none,none,"['G', 3]",same,0.692812369
543,636,"[11, 7.5, 5, 4.5, 1]","[11, 7.5, 5, 4.5, 1]","No Scale, 2",DDDD,0,none,none,"['G', 3]",same,0.215328863
544,638,"[11, 8, 4.5, 4.5, 1]","[11, 8, 4.5, 4.5, 1]","No Scale, 1",DDDD,0,none,none,"['B', 4]",same,0.932809249
545,63,"[1, 2, 5, 8, 9]","[0.5, 2, 5, 7.5, 9]","No Scale, 0.5",UUUU,2,one,four,"['G', 3]",different,0.630793996
546,320,"[2, 4, 6, 3, 1]","[2, 4, 6, 4.0, 2.0]","No Scale, 1",UUDD,2,four,five,"['B', 4]",different,0.876854264
547,542,"[1, 2.5, 5, 8, 9]","[1, 2.5, 5, 8, 9]","No Scale, 0.5",UUUU,0,none,none,"['B', 4]",same,0.986058257
548,626,"[1, 4.0, 5, 6.0, 9]","[1, 4.0, 5, 6.0, 9]","No Scale, 2",UUUU,0,none,none,"['G', 3]",same,0.023838048
549,404,"[2, 4, 6, 5.0, 1]","[2, 4, 6, 5.0, 1]","No Scale, 2",UUDD,0,none,none,"['G', 3]",same,0.411333481
550,233,"[3, 6, 1, 5, 2]","[3, 6, 0.0, 5, 2]","No Scale, 1",UDUD,1,three,none,"['B', 4]",different,0.248388155
551,330,"[2, 4, 6, 3, 1]","[2, 4, 6, 1.0, 3.0]","No Scale, 2",UUDD,2,four,five,"['B', 4]",different,0.381426976
552,569,"[11, 8, 5, 6.0, 1]","[11, 8, 5, 6.0, 1]","No Scale, 1",DDUD,0,none,none,"['B', 4]",same,0.867402184
553,170,"[3, 6, 1, 5, 2]","[3, 6, 1, 6.0, 1.0]","No Scale, 1",UDUD,2,four,five,"['G', 3]",different,0.493601744
554,206,"[11, 8, 5, 4, 1]","[13.0, 8, 5, 4, 1]","No Scale, 2",DDDD,1,one,none,"['B', 4]",different,0.268319572
555,262,"[1, 2, 5, 8, 9]","[3.0, 2, 3.0, 8, 9]","No Scale, 2",UUUU,2,one,three,"['B', 4]",different,0.963162899
556,696,"[3, 5.5, 1, 4.5, 2]","[3, 5.5, 1, 4.5, 2]","No Scale, 1",UDUD,0,none,none,"['B', 4]",same,0.636617526
557,639,"[11, 8, 5.5, 4, 1.5]","[11, 8, 5.5, 4, 1.5]","No Scale, 0.5",DDDD,0,none,none,"['B', 4]",same,0.49656952
558,60,"[3, 6, 1, 5, 2]","[3, 6, 1, 5, 4.0]","No Scale, 2",UDUD,1,five,none,"['G', 3]",different,0.258893626
559,24,"[11, 8, 5, 4, 1]","[11, 8, 5, 5.0, 1]","No Scale, 1",DDDD,1,four,none,"['G', 3]",different,0.307386965
560,499,"[2, 4, 5.0, 3, 2.0]","[2, 4, 5.0, 3, 2.0]","No Scale, 2",UUDD,0,none,none,"['B', 4]",same,0.977668255
561,259,"[1, 2, 5, 8, 9]","[1, 2, 6.0, 8, 10.0]","No Scale, 1",UUUU,2,three,five,"['B', 4]",different,0.960320258
562,653,"[13.0, 8, 5, 2.0, 1]","[13.0, 8, 5, 2.0, 1]","No Scale, 2",DDDD,0,none,none,"['G', 3]",same,0.007485109
563,577,"[2, 5.0, 6, 3, 1]","[2, 5.0, 6, 3, 1]","No Scale, 1",UUDD,0,none,none,"['G', 3]",same,0.861796699
564,169,"[3, 6, 1, 5, 2]","[3, 6, 2.0, 5, 3.0]","No Scale, 1",UDUD,2,three,five,"['G', 3]",different,0.863840686
565,523,"[4.0, 6, 1, 4.0, 2]","[4.0, 6, 1, 4.0, 2]","No Scale, 0.5",UDUD,0,none,none,"['G', 3]",same,0.854951554
566,345,"[3, 6, 1, 5, 2]","[3, 5.0, 0.0, 5, 2]","No Scale, 1",UDUD,2,two,three,"['B', 4]",different,0.962508701
567,477,"[11, 10.0, 5, 4, 3.0]","[11, 10.0, 5, 4, 3.0]","No Scale, 0.5",DDDD,0,none,none,"['G', 3]",same,0.481219345
568,420,"[3, 6, 1, 5, 4.0]","[3, 6, 1, 5, 4.0]","No Scale, 2",UDUD,0,none,none,"['B', 4]",same,0.372250196
569,190,"[1, 2, 5, 8, 9]","[1, 2, 5, 8, 8.0]","No Scale, 1",UUUU,1,five,none,"['B', 4]",different,0.653948474
570,377,"[11, 8.5, 5, 4, 1]","[11, 8.5, 5, 4, 1]","No Scale, 2",DDDD,0,none,none,"['G', 3]",same,0.784789541
571,265,"[1, 2, 5, 8, 9]","[1, 0.0, 3.0, 8, 9]","No Scale, 2",UUUU,2,two,three,"['B', 4]",different,0.927985485
572,199,"[11, 8, 5, 4, 1]","[11, 8, 5, 4.5, 1]","No Scale, 0.5",DDDD,1,four,none,"['B', 4]",different,0.522456053
573,534,"[5.0, 6, 1, 5, 0.0]","[5.0, 6, 1, 5, 0.0]","No Scale, 0.5",UDUD,0,none,none,"['G', 3]",same,0.822789829
574,329,"[2, 4, 6, 3, 1]","[2, 4, 8.0, 3, 3.0]","No Scale, 2",UUDD,2,three,five,"['B', 4]",different,0.28264544
575,507,"[2, 6.0, 6, 3, -1.0]","[2, 6.0, 6, 3, -1.0]","No Scale, 0.5",UUDD,0,none,none,"['B', 4]",same,0.23882594
576,66,"[1, 2, 5, 8, 9]","[1, 2.5, 5, 7.5, 9]","No Scale, 0.5",UUUU,2,two,four,"['G', 3]",different,0.700412963
577,263,"[1, 2, 5, 8, 9]","[3.0, 2, 5, 10.0, 9]","No Scale, 2",UUUU,2,one,four,"['B', 4]",different,0.414534633
578,649,"[11, 8, 4.0, 4, 0.0]","[11, 8, 4.0, 4, 0.0]","No Scale, 2",DDDD,0,none,none,"['B', 4]",same,0.113247105
579,157,"[3, 6, 1, 5, 2]","[3, 6.5, 1, 5, 2.5]","No Scale, 0.5",UDUD,2,two,five,"['G', 3]",different,0.325918088
580,700,"[3, 6, 1, 5.5, 2.5]","[3, 6, 1, 5.5, 2.5]","No Scale, 0.5",UDUD,0,none,none,"['G', 3]",same,0.794964047
581,462,"[12.0, 8, 4.0, 4, 1]","[12.0, 8, 4.0, 4, 1]","No Scale, 0.5",DDDD,0,none,none,"['B', 4]",same,0.93911378
582,92,"[11, 8, 5, 4, 1]","[10.5, 8, 5.5, 4, 1]","No Scale, 0.5",DDDD,2,one,three,"['G', 3]",different,0.528587016
583,570,"[11, 8, 5, 4, 3.0]","[11, 8, 5, 4, 3.0]","No Scale, 2",DDDD,0,none,none,"['B', 4]",same,0.018244135
584,603,"[0.5, 2, 5, 7.5, 9]","[0.5, 2, 5, 7.5, 9]","No Scale, 0.5",UUUU,0,none,none,"['G', 3]",same,0.759608369
585,39,"[2, 4, 6, 3, 1]","[2, 4, 6, 4.0, 1]","No Scale, 1",UUDD,1,four,none,"['G', 3]",different,0.941665585
586,549,"[1, 2, 5, 9.0, 9]","[1, 2, 5, 9.0, 9]","No Scale, 1",UUUU,0,none,none,"['G', 3]",same,0.712824671
587,216,"[2, 4, 6, 3, 1]","[3.0, 4, 6, 3, 1]","No Scale, 1",UUDD,1,one,none,"['B', 4]",different,0.353247977
588,17,"[11, 8, 5, 4, 1]","[11, 8.5, 5, 4, 1]","No Scale, 0.5",DDDD,1,two,none,"['G', 3]",different,0.162737954
589,572,"[2, 4.5, 6, 3, 1]","[2, 4.5, 6, 3, 1]","No Scale, 0.5",UUDD,0,none,none,"['G', 3]",same,0.698912221
590,684,"[0.0, 4, 6, 3, -1.0]","[0.0, 4, 6, 3, -1.0]","No Scale, 0.5",UUDD,0,none,none,"['G', 3]",same,0.768017045
591,299,"[11, 8, 5, 4, 1]","[11, 8, 3.0, 4, -1.0]","No Scale, 2",DDDD,2,three,five,"['B', 4]",different,0.032954571
592,380,"[11, 8, 5, 4, 1.5]","[11, 8, 5, 4, 1.5]","No Scale, 0.5",DDDD,0,none,none,"['G', 3]",same,0.102804925
593,530,"[3, 6, 1, 6.0, 1.0]","[3, 6, 1, 6.0, 1.0]","No Scale, 1",UDUD,0,none,none,"['G', 3]",same,0.666138403
594,311,"[2, 4, 6, 3, 1]","[1.0, 3.0, 6, 3, 1]","No Scale, 1",UUDD,2,one,two,"['B', 4]",different,0.004228549
595,236,"[3, 6, 1, 5, 2]","[5.0, 6, 1, 5, 2]","No Scale, 2",UDUD,1,one,none,"['B', 4]",different,0.58903898
596,662,"[1.5, 4, 6.5, 3, 1]","[1.5, 4, 6.5, 3, 1]","No Scale, 0.5",UUDD,0,none,none,"['B', 4]",same,0.971729449
597,382,"[11, 7.0, 5, 4, 1]","[11, 7.0, 5, 4, 1]","No Scale, 0.5",DDDD,0,none,none,"['G', 3]",same,0.479967559
598,351,"[3, 6, 1, 5, 2]","[5.0, 4.0, 1, 5, 2]","No Scale, 2",UDUD,2,one,two,"['B', 4]",different,0.59144845
599,324,"[2, 4, 6, 3, 1]","[0.0, 4, 6, 3, -1.0]","No Scale, 2",UUDD,2,one,five,"['B', 4]",different,0.823749079
600,218,"[2, 4, 6, 3, 1]","[2, 4, 5.0, 3, 1]","No Scale, 1",UUDD,1,three,none,"['B', 4]",different,0.459202076
601,667,"[2, 3.5, 6, 3, 1.5]","[2, 3.5, 6, 3, 1.5]","No Scale, 1",UUDD,0,none,none,"['G', 3]",same,0.821675428
602,72,"[1, 2, 5, 8, 9]","[0.0, 2, 6.0, 8, 9]","No Scale, 1",UUUU,2,one,three,"['G', 3]",different,0.950278911
603,434,"[0.0, 2, 5, 8, 10.0]","[0.0, 2, 5, 8, 10.0]","No Scale, 1",UUUU,0,none,none,"['B', 4]",same,0.557262802
604,458,"[11, 8, 4.5, 4.5, 1]","[11, 8, 4.5, 4.5, 1]","No Scale, 2",DDDD,0,none,none,"['G', 3]",same,0.210561685
605,146,"[2, 4, 6, 3, 1]","[2, 2.0, 6, 1.0, 1]","No Scale, 2",UUDD,2,two,four,"['G', 3]",different,0.489289852
606,706,"[3, 7.0, 1, 6.0, 2]","[3, 7.0, 1, 6.0, 2]","No Scale, 0.5",UDUD,0,none,none,"['G', 3]",same,0.041569795
607,46,"[3, 6, 1, 5, 2]","[2.5, 6, 1, 5, 2]","No Scale, 0.5",UDUD,1,one,none,"['G', 3]",different,0.673927376
608,430,"[1, 2, 5, 8.5, 8.5]","[1, 2, 5, 8.5, 8.5]","No Scale, 2",UUUU,0,none,none,"['G', 3]",same,0.363446043
609,74,"[1, 2, 5, 8, 9]","[0.0, 2, 5, 8, 10.0]","No Scale, 1",UUUU,2,one,five,"['G', 3]",different,0.859700387
610,474,"[9.0, 8, 5, 4, -1.0]","[9.0, 8, 5, 4, -1.0]","No Scale, 0.5",DDDD,0,none,none,"['B', 4]",same,0.171350063
611,396,"[3.0, 4, 6, 3, 1]","[3.0, 4, 6, 3, 1]","No Scale, 0.5",UUDD,0,none,none,"['B', 4]",same,0.803472163
612,4,"[1, 2, 5, 8, 9]","[1, 2, 5, 8.5, 9]","No Scale, 0.5",UUUU,1,four,none,"['G', 3]",different,0.988212899
613,369,"[1, 2, 5, 9.0, 9]","[1, 2, 5, 9.0, 9]","No Scale, 0.5",UUUU,0,none,none,"['G', 3]",same,0.127683874
614,682,"[4.0, 4, 4.0, 3, 1]","[4.0, 4, 4.0, 3, 1]","No Scale, 1",UUDD,0,none,none,"['B', 4]",same,0.448669292
615,309,"[2, 4, 6, 3, 1]","[2, 4, 6.5, 3, 1.5]","No Scale, 0.5",UUDD,2,three,five,"['B', 4]",different,0.876970453
616,251,"[1, 2, 5, 8, 9]","[2.0, 3.0, 5, 8, 9]","No Scale, 1",UUUU,2,one,two,"['B', 4]",different,0.135706622
617,44,"[2, 4, 6, 3, 1]","[2, 4, 6, 5.0, 1]","No Scale, 2",UUDD,1,four,none,"['G', 3]",different,0.185649135
618,548,"[1, 2, 6.0, 8, 9]","[1, 2, 6.0, 8, 9]","No Scale, 0.5",UUUU,0,none,none,"['B', 4]",same,0.649601671
619,347,"[3, 6, 1, 5, 2]","[3, 5.0, 1, 5, 1.0]","No Scale, 1",UDUD,2,two,five,"['B', 4]",different,0.827628293
620,182,"[1, 2, 5, 8, 9]","[1, 2.5, 5, 8, 9]","No Scale, 0.5",UUUU,1,two,none,"['B', 4]",different,0.09954901
621,378,"[11, 8, 5.5, 4, 1]","[11, 8, 5.5, 4, 1]","No Scale, 0.5",DDDD,0,none,none,"['B', 4]",same,0.923642474
622,260,"[1, 2, 5, 8, 9]","[1, 2, 5, 7.0, 10.0]","No Scale, 1",UUUU,2,four,five,"['B', 4]",different,0.66567735
623,1,"[1, 2, 5, 8, 9]","[1.5, 2, 5, 8, 9]","No Scale, 0.5",UUUU,1,one,none,"['G', 3]",different,0.462700421
624,590,"[3, 6, 1, 5, 2.5]","[3, 6, 1, 5, 2.5]","No Scale, 1",UDUD,0,none,none,"['G', 3]",same,0.046579207
625,247,"[1, 2, 5, 8, 9]","[1, 1.5, 5, 8, 8.5]","No Scale, 0.5",UUUU,2,two,five,"['B', 4]",different,0.072144
626,82,"[1, 2, 5, 8, 9]","[3.0, 2, 3.0, 8, 9]","No Scale, 2",UUUU,2,one,three,"['G', 3]",different,0.568265887
627,49,"[3, 6, 1, 5, 2]","[3, 6, 1, 4.5, 2]","No Scale, 0.5",UDUD,1,four,none,"['G', 3]",different,0.419015022
628,565,"[11, 8, 5, 4, 0.0]","[11, 8, 5, 4, 0.0]","No Scale, 0.5",DDDD,0,none,none,"['B', 4]",same,0.700520871
629,476,"[11, 6.0, 5, 6.0, 1]","[11, 6.0, 5, 6.0, 1]","No Scale, 2",DDUD,0,none,none,"['G', 3]",same,0.239027278
630,242,"[1, 2, 5, 8, 9]","[1.5, 2, 5.5, 8, 9]","No Scale, 0.5",UUUU,2,one,three,"['B', 4]",different,0.91084583
631,18,"[11, 8, 5, 4, 1]","[11, 8, 5.5, 4, 1]","No Scale, 0.5",DDDD,1,three,none,"['G', 3]",different,0.193734432
632,31,"[2, 4, 6, 3, 1]","[1.5, 4, 6, 3, 1]","No Scale, 0.5",UUDD,1,one,none,"['G', 3]",different,0.303796784
633,362,"[1, 2.5, 5, 8, 9]","[1, 2.5, 5, 8, 9]","No Scale, 2",UUUU,0,none,none,"['B', 4]",same,0.175131831
634,333,"[3, 6, 1, 5, 2]","[3.5, 6, 1, 4.5, 2]","No Scale, 0.5",UDUD,2,one,four,"['B', 4]",different,0.318065225
635,363,"[1, 2, 4.5, 8, 9]","[1, 2, 4.5, 8, 9]","No Scale, 1",UUUU,0,none,none,"['G', 3]",same,0.28926459
636,608,"[1, 2, 4.5, 7.5, 9]","[1, 2, 4.5, 7.5, 9]","No Scale, 1",UUUU,0,none,none,"['B', 4]",same,0.179249788
637,229,"[3, 6, 1, 5, 2]","[3, 6, 1, 4.5, 2]","No Scale, 0.5",UDUD,1,four,none,"['B', 4]",different,0.79649755
638,441,"[3.0, 4.0, 5, 8, 9]","[3.0, 4.0, 5, 8, 9]","No Scale, 1",UUUU,0,none,none,"['G', 3]",same,0.536803497
639,327,"[2, 4, 6, 3, 1]","[2, 6.0, 6, 3, -1.0]","No Scale, 2",UUDD,2,two,five,"['B', 4]",different,0.086459103
640,164,"[3, 6, 1, 5, 2]","[4.0, 6, 1, 5, 3.0]","No Scale, 1",UDUD,2,one,five,"['G', 3]",different,0.519327318
641,277,"[11, 8, 5, 4, 1]","[11, 8.5, 5, 4, 0.5]","No Scale, 0.5",DDDD,2,two,five,"['B', 4]",different,0.151304757
642,428,"[1, 2, 4.5, 7.5, 9]","[1, 2, 4.5, 7.5, 9]","No Scale, 1",UUUU,0,none,none,"['G', 3]",same,0.948543058
643,651,"[9.0, 6.0, 5, 4, 1]","[9.0, 6.0, 5, 4, 1]","No Scale, 0.5",DDDD,0,none,none,"['G', 3]",same,0.762746146
644,296,"[11, 8, 5, 4, 1]","[11, 6.0, 5, 6.0, 1]","No Scale, 2",DDDD,2,two,four,"['B', 4]",different,0.664623654
645,281,"[11, 8, 5, 4, 1]","[12.0, 7.0, 5, 4, 1]","No Scale, 1",DDDD,2,one,two,"['B', 4]",different,0.996675996
646,637,"[11, 8.5, 5, 4, 0.5]","[11, 8.5, 5, 4, 0.5]","No Scale, 2",DDDD,0,none,none,"['G', 3]",same,0.923349246
647,214,"[2, 4, 6, 3, 1]","[2, 4, 6, 3.5, 1]","No Scale, 0.5",UUDD,1,four,none,"['B', 4]",different,0.528223099
648,186,"[1, 2, 5, 8, 9]","[0.0, 2, 5, 8, 9]","No Scale, 1",UUUU,1,one,none,"['B', 4]",different,0.081888854
649,421,"[0.5, 1.5, 5, 8, 9]","[0.5, 1.5, 5, 8, 9]","No Scale, 1",UUUU,0,none,none,"['B', 4]",same,0.897280054
650,200,"[11, 8, 5, 4, 1]","[11, 8, 5, 4, 1.5]","No Scale, 0.5",DDDD,1,five,none,"['B', 4]",different,0.087869776
651,693,"[3.5, 6, 1, 4.5, 2]","[3.5, 6, 1, 4.5, 2]","No Scale, 0.5",UDUD,0,none,none,"['B', 4]",same,0.073594262
652,109,"[11, 8, 5, 4, 1]","[11, 8, 4.0, 4, 0.0]","No Scale, 1",DDDD,2,three,five,"['G', 3]",different,0.215194681
653,424,"[1.5, 2, 5, 8, 9.5]","[1.5, 2, 5, 8, 9.5]","No Scale, 1",UUUU,0,none,none,"['G', 3]",same,0.904855852
654,668,"[2, 4, 6.5, 3.5, 1]","[2, 4, 6.5, 3.5, 1]","No Scale, 2",UUDD,0,none,none,"['G', 3]",same,0.950216055
655,201,"[11, 8, 5, 4, 1]","[12.0, 8, 5, 4, 1]","No Scale, 1",DDDD,1,one,none,"['B', 4]",different,0.109505292
656,481,"[2.5, 4.5, 6, 3, 1]","[2.5, 4.5, 6, 3, 1]","No Scale, 0.5",UUDD,0,none,none,"['B', 4]",same,0.873030365
657,58,"[3, 6, 1, 5, 2]","[3, 6, -1.0, 5, 2]","No Scale, 2",UDUD,1,three,none,"['G', 3]",different,0.585238941
658,554,"[1, 2, 5, 10.0, 9]","[1, 2, 5, 10.0, 9]","No Scale, 1",UUUD,0,none,none,"['G', 3]",same,0.846673336
659,674,"[3.0, 4, 6, 3, 0.0]","[3.0, 4, 6, 3, 0.0]","No Scale, 1",UUDD,0,none,none,"['G', 3]",same,0.011272398
660,535,"[3, 4.0, -1.0, 5, 2]","[3, 4.0, -1.0, 5, 2]","No Scale, 2",UDUD,0,none,none,"['B', 4]",same,0.369965584
661,29,"[11, 8, 5, 4, 1]","[11, 8, 5, 6.0, 1]","No Scale, 2",DDDD,1,four,none,"['G', 3]",different,0.535781193
662,676,"[2, 3.0, 6, 4.0, 1]","[2, 3.0, 6, 4.0, 1]","No Scale, 1",UUDD,0,none,none,"['G', 3]",same,0.566006279
663,239,"[3, 6, 1, 5, 2]","[3, 6, 1, 3.0, 2]","No Scale, 2",UDUD,1,four,none,"['B', 4]",different,0.998201009
664,53,"[3, 6, 1, 5, 2]","[3, 6, 0.0, 5, 2]","No Scale, 1",UDUD,1,three,none,"['G', 3]",different,0.703244985
665,643,"[10.0, 8, 5, 3.0, 1]","[10.0, 8, 5, 3.0, 1]","No Scale, 0.5",DDDD,0,none,none,"['B', 4]",same,0.767288696
666,224,"[2, 4, 6, 3, 1]","[2, 4, 6, 5.0, 1]","No Scale, 2",UUDD,1,four,none,"['B', 4]",different,0.14097532
667,189,"[1, 2, 5, 8, 9]","[1, 2, 5, 9.0, 9]","No Scale, 1",UUUU,1,four,none,"['B', 4]",different,0.457667453
668,176,"[3, 6, 1, 5, 2]","[3, 4.0, 1, 7.0, 2]","No Scale, 2",UDUD,2,two,four,"['G', 3]",different,0.642710576
669,575,"[2, 4, 6, 3, 0.5]","[2, 4, 6, 3, 0.5]","No Scale, 0.5",UUDD,0,none,none,"['G', 3]",same,0.583101297
670,360,"[3, 6, 1, 5, 2]","[5.0, 6, 1, 5, 0.0]","No Scale, 2",UDUD,2,one,five,"['B', 4]",different,0.440870163
671,625,"[1, 0.0, 3.0, 8, 9]","[1, 0.0, 3.0, 8, 9]","No Scale, 2",DUUU,0,none,none,"['B', 4]",same,0.20117058
672,602,"[1.5, 2, 5.5, 8, 9]","[1.5, 2, 5.5, 8, 9]","No Scale, 0.5",UUUU,0,none,none,"['B', 4]",same,0.248304558
673,227,"[3, 6, 1, 5, 2]","[3, 6.5, 1, 5, 2]","No Scale, 0.5",UDUD,1,two,none,"['B', 4]",different,0.093946905
674,294,"[11, 8, 5, 4, 1]","[9.0, 8, 5, 4, -1.0]","No Scale, 2",DDDD,2,one,five,"['B', 4]",different,0.237794498
675,425,"[1, 1.5, 4.5, 8, 9]","[1, 1.5, 4.5, 8, 9]","No Scale, 2",UUUU,0,none,none,"['G', 3]",same,0.567745589
676,35,"[2, 4, 6, 3, 1]","[2, 4, 6, 3, 0.5]","No Scale, 0.5",UUDD,1,five,none,"['G', 3]",different,0.746645141
677,25,"[11, 8, 5, 4, 1]","[11, 8, 5, 4, 0.0]","No Scale, 1",DDDD,1,five,none,"['G', 3]",different,0.85309612
678,370,"[1, 2, 5, 8, 8.0]","[1, 2, 5, 8, 8.0]","No Scale, 1",UUUU,0,none,none,"['B', 4]",same,0.302614686
679,517,"[3, 6.5, 1, 5, 2.5]","[3, 6.5, 1, 5, 2.5]","No Scale, 0.5",UDUD,0,none,none,"['B', 4]",same,0.981168389
680,137,"[2, 4, 6, 3, 1]","[2, 3.0, 6, 3, 0.0]","No Scale, 1",UUDD,2,two,five,"['G', 3]",different,0.469492429
681,23,"[11, 8, 5, 4, 1]","[11, 8, 6.0, 4, 1]","No Scale, 1",DDDD,1,three,none,"['G', 3]",different,0.101581982
682,59,"[3, 6, 1, 5, 2]","[3, 6, 1, 3.0, 2]","No Scale, 2",UDUD,1,four,none,"['G', 3]",different,0.79818506
683,619,"[1, 2, 6.0, 8, 10.0]","[1, 2, 6.0, 8, 10.0]","No Scale, 1",UUUU,0,none,none,"['B', 4]",same,0.157587626
684,232,"[3, 6, 1, 5, 2]","[3, 5.0, 1, 5, 2]","No Scale, 1",UDUD,1,two,none,"['B', 4]",different,0.476200886
685,166,"[3, 6, 1, 5, 2]","[3, 7.0, 1, 6.0, 2]","No Scale, 1",UDUD,2,two,four,"['G', 3]",different,0.442478612
686,316,"[2, 4, 6, 3, 1]","[2, 3.0, 6, 4.0, 1]","No Scale, 1",UUDD,2,two,four,"['B', 4]",different,0.846709882
687,686,"[2, 2.0, 6, 1.0, 1]","[2, 2.0, 6, 1.0, 1]","No Scale, 1",UUDD,0,none,none,"['G', 3]",same,0.986692448
688,118,"[11, 8, 5, 4, 1]","[11, 8, 3.0, 2.0, 1]","No Scale, 2",DDDD,2,three,four,"['G', 3]",different,0.966824117
689,406,"[2.5, 6, 1, 5, 2]","[2.5, 6, 1, 5, 2]","No Scale, 0.5",UDUD,0,none,none,"['G', 3]",same,0.472832936
690,394,"[2, 4, 6, 3.5, 1]","[2, 4, 6, 3.5, 1]","No Scale, 0.5",UUDD,0,none,none,"['B', 4]",same,0.846742019
691,101,"[11, 8, 5, 4, 1]","[12.0, 7.0, 5, 4, 1]","No Scale, 1",DDDD,2,one,two,"['G', 3]",different,0.60905814
692,148,"[2, 4, 6, 3, 1]","[2, 4, 4.0, 5.0, 1]","No Scale, 2",UUDD,2,three,four,"['G', 3]",different,0.103529847
693,405,"[2, 4, 6, 3, -1.0]","[2, 4, 6, 3, -1.0]","No Scale, 1",UUDD,0,none,none,"['G', 3]",same,0.947918256
694,702,"[2.0, 6, 2.0, 5, 2]","[2.0, 6, 2.0, 5, 2]","No Scale, 1",UDUD,0,none,none,"['B', 4]",same,0.551600688
695,152,"[3, 6, 1, 5, 2]","[2.5, 6, 1.5, 5, 2]","No Scale, 0.5",UDUD,2,one,three,"['G', 3]",different,0.389196553
696,177,"[3, 6, 1, 5, 2]","[3, 8.0, 1, 5, 4.0]","No Scale, 2",UDUD,2,two,five,"['G', 3]",different,0.898380926
697,381,"[12.0, 8, 5, 4, 1]","[12.0, 8, 5, 4, 1]","No Scale, 2",DDDD,0,none,none,"['B', 4]",same,0.16911048
698,371,"[-1.0, 2, 5, 8, 9]","[-1.0, 2, 5, 8, 9]","No Scale, 0.5",UUUU,0,none,none,"['B', 4]",same,0.509530044
699,295,"[11, 8, 5, 4, 1]","[11, 10.0, 7.0, 4, 1]","No Scale, 2",DDDD,2,two,three,"['B', 4]",different,0.851862039
700,593,"[3, 6, 0.0, 5, 2]","[3, 6, 0.0, 5, 2]","No Scale, 2",UDUD,0,none,none,"['B', 4]",same,0.595166216
701,234,"[3, 6, 1, 5, 2]","[3, 6, 1, 4.0, 2]","No Scale, 1",UDUD,1,four,none,"['B', 4]",different,0.929229479
702,612,"[0.0, 2, 6.0, 8, 9]","[0.0, 2, 6.0, 8, 9]","No Scale, 0.5",UUUU,0,none,none,"['G', 3]",same,0.631853495
703,332,"[3, 6, 1, 5, 2]","[2.5, 6, 1.5, 5, 2]","No Scale, 0.5",UDUD,2,one,three,"['B', 4]",different,0.375422726
704,30,"[11, 8, 5, 4, 1]","[11, 8, 5, 4, 3.0]","No Scale, 2",DDDD,1,five,none,"['G', 3]",different,0.994600209
705,372,"[1, 0.0, 5, 8, 9]","[1, 0.0, 5, 8, 9]","No Scale, 2",DUUU,0,none,none,"['B', 4]",same,0.261198442
706,464,"[12.0, 8, 5, 4, 0.0]","[12.0, 8, 5, 4, 0.0]","No Scale, 0.5",DDDD,0,none,none,"['G', 3]",same,0.40132031
707,321,"[2, 4, 6, 3, 1]","[0.0, 2.0, 6, 3, 1]","No Scale, 2",UUDD,2,one,two,"['B', 4]",different,0.029330333
708,541,"[1.5, 2, 5, 8, 9]","[1.5, 2, 5, 8, 9]","No Scale, 2",UUUU,0,none,none,"['B', 4]",same,0.816568311
709,487,"[2, 3.5, 6, 3, 1.5]","[2, 3.5, 6, 3, 1.5]","No Scale, 1",UUDD,0,none,none,"['G', 3]",same,0.410316573
710,437,"[1, 1.0, 5, 8, 8.0]","[1, 1.0, 5, 8, 8.0]","No Scale, 0.5",UUUU,0,none,none,"['B', 4]",same,0.879580362
711,163,"[3, 6, 1, 5, 2]","[4.0, 6, 1, 4.0, 2]","No Scale, 1",UDUD,2,one,four,"['G', 3]",different,0.075502948
712,390,"[11, 8, 5, 4, 3.0]","[11, 8, 5, 4, 3.0]","No Scale, 1",DDDD,0,none,none,"['B', 4]",same,0.804475891
713,591,"[2.0, 6, 1, 5, 2]","[2.0, 6, 1, 5, 2]","No Scale, 2",UDUD,0,none,none,"['G', 3]",same,0.61678079
714,96,"[11, 8, 5, 4, 1]","[11, 7.5, 5, 4.5, 1]","No Scale, 0.5",DDDD,2,two,four,"['G', 3]",different,0.254830857
715,168,"[3, 6, 1, 5, 2]","[3, 6, 0.0, 6.0, 2]","No Scale, 1",UDUD,2,three,four,"['G', 3]",different,0.261960533
716,230,"[3, 6, 1, 5, 2]","[3, 6, 1, 5, 2.5]","No Scale, 0.5",UDUD,1,five,none,"['B', 4]",different,0.369447043
717,411,"[2.0, 6, 1, 5, 2]","[2.0, 6, 1, 5, 2]","No Scale, 0.5",UDUD,0,none,none,"['B', 4]",same,0.957007991
718,490,"[2, 4, 6, 3.5, 0.5]","[2, 4, 6, 3.5, 0.5]","No Scale, 2",UUDD,0,none,none,"['B', 4]",same,0.064868188
719,47,"[3, 6, 1, 5, 2]","[3, 6.5, 1, 5, 2]","No Scale, 0.5",UDUD,1,two,none,"['G', 3]",different,0.316202527
720,150,"[2, 4, 6, 3, 1]","[2, 4, 6, 1.0, 3.0]","No Scale, 2",UUDD,2,four,five,"['G', 3]",different,0.220456917
